NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-04-11 19:03:33

BUY SIGNALS (1352):
  LT.NS           | Price: 3959.90 | Entry:  3880.7 | Target: 4689.76 | Risk: LOW       
  ALBERTDAVD.NS   | Price:  732.00 | Entry:  717.36 | Target:  901.21 | Risk: LOW       
  SRGHFL.NS       | Price:  271.34 | Entry:  265.91 | Target:  352.22 | Risk: LOW       
  RAMANEWS.NS     | Price:   33.49 | Entry:   32.82 | Target:   42.14 | Risk: LOW       
  KRITINUT.NS     | Price:   68.25 | Entry:   66.89 | Target:   91.39 | Risk: LOW       
  CHEMBONDCH.NS   | Price:  152.95 | Entry:  149.89 | Target:  215.25 | Risk: LOW       
  RBMINFRA.NS     | Price:  420.35 | Entry:  411.94 | Target:  566.67 | Risk: LOW       
  EMAMIREAL.NS    | Price:   70.94 | Entry:   69.52 | Target:   97.17 | Risk: LOW       
  NOVAAGRI.NS     | Price:   29.05 | Entry:   28.47 | Target:   42.18 | Risk: LOW       
  SWARAJ.NS       | Price:  294.70 | Entry:  288.81 | Target:  341.27 | Risk: LOW       
  MANORG.NS       | Price:  428.30 | Entry:  419.73 | Target:  551.44 | Risk: LOW       
  TIGERLOGS.NS    | Price:   29.97 | Entry:   29.37 | Target:   40.84 | Risk: LOW       
  BANSWRAS.NS     | Price:  112.56 | Entry:  110.31 | Target:  143.96 | Risk: LOW       
  HPAL.NS         | Price:   36.62 | Entry:   35.89 | Target:   47.87 | Risk: LOW       
  RUBFILA.NS      | Price:   67.92 | Entry:   66.56 | Target:   83.29 | Risk: LOW       
  GENUSPAPER.NS   | Price:   12.13 | Entry:   11.89 | Target:   16.18 | Risk: LOW       
  DENORA.NS       | Price:  758.40 | Entry:  743.23 | Target:  940.42 | Risk: LOW       
  RHL.NS          | Price:  184.25 | Entry:  180.56 | Target:  231.20 | Risk: LOW       
  INFOLLION.NS    | Price:  329.25 | Entry:  322.67 | Target:  423.02 | Risk: LOW       
  WELINV.NS       | Price: 1292.50 | Entry: 1266.65 | Target: 1646.00 | Risk: LOW       
  NILAINFRA.NS    | Price:    8.69 | Entry:    8.52 | Target:   11.30 | Risk: LOW       
  UNIDT.NS        | Price:  204.34 | Entry:  200.25 | Target:  275.30 | Risk: LOW       
  VISHNUINFR.NS   | Price:  168.75 | Entry:  165.38 | Target:  219.95 | Risk: LOW       
  AVPINFRA.NS     | Price:  102.95 | Entry:  100.89 | Target:  132.20 | Risk: LOW       
  RUCHIRA.NS      | Price:  110.99 | Entry:  108.77 | Target:  129.76 | Risk: LOW       
  PHANTOMFX.NS    | Price:  200.10 | Entry:   196.1 | Target:  253.89 | Risk: LOW       
  AARTISURF.NS    | Price:  404.10 | Entry:  396.02 | Target:  507.44 | Risk: LOW       
  SAKUMA.NS       | Price:    2.08 | Entry:    2.04 | Target:    2.90 | Risk: LOW       
  VIKASLIFE.NS    | Price:    1.63 | Entry:     1.6 | Target:    2.14 | Risk: LOW       
  IL&FSENGG.NS    | Price:   26.93 | Entry:   26.39 | Target:   35.30 | Risk: LOW       
  INFINIUM.NS     | Price:  215.05 | Entry:  210.75 | Target:  254.85 | Risk: LOW       
  FCSSOFT.NS      | Price:    1.82 | Entry:    1.78 | Target:    2.45 | Risk: LOW       
  ZIMLAB.NS       | Price:   73.30 | Entry:   71.83 | Target:   95.07 | Risk: LOW       
  SUMIT.NS        | Price:   46.86 | Entry:   45.92 | Target:   66.24 | Risk: LOW       
  ROSSELLIND.NS   | Price:   50.27 | Entry:   49.26 | Target:   63.97 | Risk: LOW       
  VARDMNPOLY.NS   | Price:    7.88 | Entry:    7.72 | Target:    9.92 | Risk: LOW       
  SYSTANGO.NS     | Price:  276.95 | Entry:  271.41 | Target:  353.61 | Risk: LOW       
  3IINFOLTD.NS    | Price:   15.69 | Entry:   15.38 | Target:   19.07 | Risk: LOW       
  IITL.NS         | Price:  149.53 | Entry:  146.54 | Target:  206.50 | Risk: LOW       
  DCI.NS          | Price:  347.65 | Entry:   340.7 | Target:  500.28 | Risk: LOW       
  SHIVAMAUTO.NS   | Price:   19.08 | Entry:    18.7 | Target:   26.89 | Risk: LOW       
  GINNIFILA.NS    | Price:   41.22 | Entry:    40.4 | Target:   54.03 | Risk: LOW       
  PROV.NS         | Price: 1280.00 | Entry:  1254.4 | Target: 1533.91 | Risk: LOW       
  BALAJEE.NS      | Price:   34.38 | Entry:   33.69 | Target:   45.93 | Risk: LOW       
  RCOM.NS         | Price:    1.02 | Entry:     1.0 | Target:    1.25 | Risk: LOW       
  BROOKS.NS       | Price:   72.20 | Entry:   70.76 | Target:  102.52 | Risk: LOW       
  NDGL.NS         | Price: 2538.40 | Entry: 2487.63 | Target: 3362.61 | Risk: LOW       
  LOKESHMACH.NS   | Price:  233.78 | Entry:   229.1 | Target:  288.27 | Risk: LOW       
  EXXARO.NS       | Price:    7.26 | Entry:    7.11 | Target:    9.10 | Risk: LOW       
  TRF.NS          | Price:  255.24 | Entry:  250.14 | Target:  324.23 | Risk: LOW       
  HARRMALAYA.NS   | Price:  189.49 | Entry:   185.7 | Target:  239.26 | Risk: LOW       
  MANCREDIT.NS    | Price:  174.78 | Entry:  171.28 | Target:  214.30 | Risk: LOW       
  ASAHISONG.NS    | Price:  230.06 | Entry:  225.46 | Target:  288.42 | Risk: LOW       
  GLOBAL.NS       | Price:   98.74 | Entry:   96.77 | Target:  123.53 | Risk: LOW       
  URAVIDEF.NS     | Price:  156.97 | Entry:  153.83 | Target:  205.82 | Risk: LOW       
  RACE.NS         | Price:  130.83 | Entry:  128.21 | Target:  187.37 | Risk: LOW       
  KANORICHEM.NS   | Price:   71.74 | Entry:   70.31 | Target:   90.86 | Risk: LOW       
  ALANKIT.NS      | Price:    9.00 | Entry:    8.82 | Target:   11.97 | Risk: LOW       
  GEEKAYWIRE.NS   | Price:   25.38 | Entry:   24.87 | Target:   34.03 | Risk: LOW       
  VLEGOV.NS       | Price:   13.84 | Entry:   13.56 | Target:   18.79 | Risk: LOW       
  DPWIRES.NS      | Price:  183.43 | Entry:  179.76 | Target:  234.73 | Risk: LOW       
  VIKASECO.NS     | Price:    1.46 | Entry:    1.43 | Target:    1.97 | Risk: LOW       
  BHAGYANGR.NS    | Price:  182.19 | Entry:  178.55 | Target:  234.79 | Risk: LOW       
  KCPSUGIND.NS    | Price:   24.65 | Entry:   24.16 | Target:   30.39 | Risk: LOW       
  MAWANASUG.NS    | Price:   98.20 | Entry:   96.24 | Target:  129.41 | Risk: LOW       
  VARDHACRLC.NS   | Price:   36.85 | Entry:   36.11 | Target:   46.99 | Risk: LOW       
  SHRADHA.NS      | Price:   38.53 | Entry:   37.76 | Target:   55.71 | Risk: LOW       
  MANOMAY.NS      | Price:  222.60 | Entry:  218.15 | Target:  297.00 | Risk: LOW       
  NIPPOBATRY.NS   | Price:  338.45 | Entry:  331.68 | Target:  457.77 | Risk: LOW       
  ATLANTAA.NS     | Price:   41.72 | Entry:   40.89 | Target:   55.80 | Risk: LOW       
  FROG.NS         | Price:  170.40 | Entry:  166.99 | Target:  238.99 | Risk: LOW       
  GOLDTECH.NS     | Price:   40.75 | Entry:   39.94 | Target:   57.10 | Risk: LOW       
  PPAP.NS         | Price:  208.00 | Entry:  203.84 | Target:  262.70 | Risk: LOW       
  HITECHCORP.NS   | Price:  144.04 | Entry:  141.16 | Target:  195.35 | Risk: LOW       
  NATHBIOGEN.NS   | Price:  152.94 | Entry:  149.88 | Target:  185.35 | Risk: LOW       
  SHERA.NS        | Price:  124.05 | Entry:  121.57 | Target:  157.44 | Risk: LOW       
  DIAMINESQ.NS    | Price:  256.89 | Entry:  251.75 | Target:  329.41 | Risk: LOW       
  VIPCLOTHNG.NS   | Price:   24.06 | Entry:   23.58 | Target:   33.15 | Risk: LOW       
  SAAKSHI.NS      | Price:  193.00 | Entry:  189.14 | Target:  241.14 | Risk: LOW       
  AFIL.NS         | Price:    9.00 | Entry:    8.82 | Target:   11.60 | Risk: LOW       
  A2ZINFRA.NS     | Price:   17.21 | Entry:   16.87 | Target:   22.55 | Risk: LOW       
  SHEMAROO.NS     | Price:  101.91 | Entry:   99.87 | Target:  138.15 | Risk: LOW       
  GRETEX.NS       | Price:  301.00 | Entry:  294.98 | Target:  319.00 | Risk: LOW       
  SUPREME.NS      | Price:   57.29 | Entry:   56.14 | Target:   80.60 | Risk: LOW       
  PRIZOR.NS       | Price:  425.20 | Entry:   416.7 | Target:  547.31 | Risk: LOW       
  UNIHEALTH.NS    | Price:  456.05 | Entry:  446.93 | Target:  564.37 | Risk: LOW       
  BAFNAPH.NS      | Price:  140.91 | Entry:  138.09 | Target:  181.15 | Risk: LOW       
  GLOBALVECT.NS   | Price:  170.61 | Entry:   167.2 | Target:  229.11 | Risk: LOW       
  SUNDRMBRAK.NS   | Price:  622.80 | Entry:  610.34 | Target:  841.39 | Risk: LOW       
  CINELINE.NS     | Price:   88.06 | Entry:    86.3 | Target:  109.85 | Risk: LOW       
  KCEIL.NS        | Price:  124.60 | Entry:  122.11 | Target:  168.74 | Risk: LOW       
  AIRAN.NS        | Price:   17.53 | Entry:   17.18 | Target:   23.09 | Risk: LOW       
  MODIRUBBER.NS   | Price:  119.20 | Entry:  116.82 | Target:  146.56 | Risk: LOW       
  ELGIRUBCO.NS    | Price:   41.83 | Entry:   40.99 | Target:   55.79 | Risk: LOW       
  SHREYANIND.NS   | Price:  158.06 | Entry:   154.9 | Target:  216.57 | Risk: LOW       
  PODDARMENT.NS   | Price:  253.14 | Entry:  248.08 | Target:  312.91 | Risk: LOW       
  UFO.NS          | Price:   70.64 | Entry:   69.23 | Target:   91.15 | Risk: LOW       
  UYFINCORP.NS    | Price:   13.73 | Entry:   13.46 | Target:   18.37 | Risk: LOW       
  YASHOPTICS.NS   | Price:  116.25 | Entry:  113.92 | Target:  141.70 | Risk: LOW       
  VSTL.NS         | Price:  115.42 | Entry:  113.11 | Target:  144.43 | Risk: LOW       
  JAYSREETEA.NS   | Price:   83.48 | Entry:   81.81 | Target:  104.51 | Risk: LOW       
  UNIVASTU.NS     | Price:   67.63 | Entry:   66.28 | Target:   83.13 | Risk: LOW       
  TRANSTEEL.NS    | Price:  149.70 | Entry:  146.71 | Target:  188.79 | Risk: LOW       
  NDLVENTURE.NS   | Price:  121.29 | Entry:  118.86 | Target:  149.19 | Risk: LOW       
  CCHHL.NS        | Price:   13.69 | Entry:   13.42 | Target:   20.01 | Risk: LOW       
  MEGASTAR.NS     | Price:  283.75 | Entry:  278.07 | Target:  328.36 | Risk: LOW       
  SURANAT&P.NS    | Price:   18.37 | Entry:    18.0 | Target:   23.92 | Risk: LOW       
  TAKE.NS         | Price:   45.48 | Entry:   44.57 | Target:   49.45 | Risk: LOW       
  RVTH.NS         | Price:  618.35 | Entry:  605.98 | Target:  841.94 | Risk: LOW       
  RADIOCITY.NS    | Price:    6.41 | Entry:    6.28 | Target:    8.53 | Risk: LOW       
  PRITIKAUTO.NS   | Price:   13.69 | Entry:   13.42 | Target:   17.64 | Risk: LOW       
  VIRINCHI.NS     | Price:   18.86 | Entry:   18.48 | Target:   24.56 | Risk: LOW       
  DUGLOBAL.NS     | Price:   37.50 | Entry:   36.75 | Target:   48.54 | Risk: LOW       
  RBS.NS          | Price:   88.45 | Entry:   86.68 | Target:  122.25 | Risk: LOW       
  KDL.NS          | Price:  134.50 | Entry:  131.81 | Target:  166.96 | Risk: LOW       
  PRATHAM.NS      | Price:  130.60 | Entry:  127.99 | Target:  182.30 | Risk: LOW       
  REPL.NS         | Price:   85.40 | Entry:   83.69 | Target:  118.02 | Risk: LOW       
  KAMOPAINTS.NS   | Price:    5.60 | Entry:    5.49 | Target:    7.49 | Risk: LOW       
  SUPREMEINF.NS   | Price:   76.71 | Entry:   75.18 | Target:   95.50 | Risk: LOW       
  STARPAPER.NS    | Price:  140.37 | Entry:  137.56 | Target:  169.36 | Risk: LOW       
  ANLON.NS        | Price:  385.00 | Entry:   377.3 | Target:  471.34 | Risk: LOW       
  RUDRA.NS        | Price:   18.18 | Entry:   17.82 | Target:   23.71 | Risk: LOW       
  ESCONET.NS      | Price:  139.55 | Entry:  136.76 | Target:  176.84 | Risk: LOW       
  KOTARISUG.NS    | Price:   24.92 | Entry:   24.42 | Target:   30.86 | Risk: LOW       
  DUCOL.NS        | Price:  124.90 | Entry:   122.4 | Target:  174.02 | Risk: LOW       
  GILLANDERS.NS   | Price:   90.28 | Entry:   88.47 | Target:  116.44 | Risk: LOW       
  COASTCORP.NS    | Price:   49.65 | Entry:   48.66 | Target:   67.98 | Risk: LOW       
  AHLEAST.NS      | Price:  159.99 | Entry:  156.79 | Target:  194.38 | Risk: LOW       
  SAKHTISUG.NS    | Price:   16.64 | Entry:   16.31 | Target:   21.10 | Risk: LOW       
  KMSUGAR.NS      | Price:   27.57 | Entry:   27.02 | Target:   33.50 | Risk: LOW       
  DRCSYSTEMS.NS   | Price:   16.42 | Entry:   16.09 | Target:   23.43 | Risk: LOW       
  INTENTECH.NS    | Price:  102.95 | Entry:  100.89 | Target:  142.23 | Risk: LOW       
  PIGL.NS         | Price:  110.52 | Entry:  108.31 | Target:  144.03 | Risk: LOW       
  MKPL.NS         | Price:    5.31 | Entry:     5.2 | Target:    7.90 | Risk: LOW       
  PONNIERODE.NS   | Price:  282.95 | Entry:  277.29 | Target:  335.18 | Risk: LOW       
  MURUDCERA.NS    | Price:   31.92 | Entry:   31.28 | Target:   39.57 | Risk: LOW       
  AERONEU.NS      | Price:   81.10 | Entry:   79.48 | Target:  109.74 | Risk: LOW       
  SALSTEEL.NS     | Price:   45.19 | Entry:   44.29 | Target:   59.29 | Risk: LOW       
  ATALREAL.NS     | Price:   25.24 | Entry:   24.74 | Target:   31.77 | Risk: LOW       
  CHEMBOND.NS     | Price:  150.64 | Entry:  147.63 | Target:  208.85 | Risk: LOW       
  SHAH.NS         | Price:    4.97 | Entry:    4.87 | Target:    6.04 | Risk: LOW       
  CORDSCABLE.NS   | Price:  162.47 | Entry:  159.22 | Target:  209.38 | Risk: LOW       
  WORTHPERI.NS    | Price:  137.75 | Entry:   135.0 | Target:  177.40 | Risk: LOW       
  DEVIT.NS        | Price:   31.40 | Entry:   30.77 | Target:   43.83 | Risk: LOW       
  TRIGYN.NS       | Price:   53.33 | Entry:   52.26 | Target:   72.17 | Risk: LOW       
  BALAXI.NS       | Price:   23.79 | Entry:   23.31 | Target:   32.05 | Risk: LOW       
  FIDEL.NS        | Price:  144.50 | Entry:  141.61 | Target:  176.73 | Risk: LOW       
  UNITEDTEA.NS    | Price:  549.15 | Entry:  538.17 | Target:  630.70 | Risk: LOW       
  BASML.NS        | Price:   22.71 | Entry:   22.26 | Target:   29.52 | Risk: LOW       
  DHARAN.NS       | Price:    0.17 | Entry:    0.17 | Target:    0.23 | Risk: LOW       
  AMJLAND.NS      | Price:   42.85 | Entry:   41.99 | Target:   59.49 | Risk: LOW       
  NEPHROCARE.NS   | Price:   80.80 | Entry:   79.18 | Target:  114.73 | Risk: LOW       
  TEAMGTY.NS      | Price:  266.80 | Entry:  261.46 | Target:  404.11 | Risk: LOW       
  MARALOVER.NS    | Price:   43.74 | Entry:   42.87 | Target:   58.59 | Risk: LOW       
  VETO.NS         | Price:  100.24 | Entry:   98.24 | Target:  125.22 | Risk: LOW       
  GRCL.NS         | Price:  393.00 | Entry:  385.14 | Target:  489.48 | Risk: LOW       
  PLAZACABLE.NS   | Price:   38.01 | Entry:   37.25 | Target:   49.53 | Risk: LOW       
  GOLDSTAR.NS     | Price:    6.80 | Entry:    6.66 | Target:    8.46 | Risk: LOW       
  SETCO.NS        | Price:   23.00 | Entry:   22.54 | Target:   29.66 | Risk: LOW       
  RANASUG.NS      | Price:   12.97 | Entry:   12.71 | Target:   16.75 | Risk: LOW       
  WINSOL.NS       | Price:  126.40 | Entry:  123.87 | Target:  164.74 | Risk: LOW       
  ANIKINDS.NS     | Price:   43.88 | Entry:    43.0 | Target:   62.64 | Risk: LOW       
  IBULLSLTD.NS    | Price:   12.15 | Entry:   11.91 | Target:   16.59 | Risk: LOW       
  EMMIL.NS        | Price:  153.25 | Entry:  150.19 | Target:  197.87 | Risk: LOW       
  AAREYDRUGS.NS   | Price:   68.21 | Entry:   66.85 | Target:   89.05 | Risk: LOW       
  PRAXIS.NS       | Price:    8.11 | Entry:    7.95 | Target:   10.32 | Risk: LOW       
  KAVDEFENCE.NS   | Price:   64.30 | Entry:   63.01 | Target:   79.97 | Risk: LOW       
  DGCONTENT.NS    | Price:   29.01 | Entry:   28.43 | Target:   39.57 | Risk: LOW       
  SADBHAV.NS      | Price:    9.66 | Entry:    9.47 | Target:   12.18 | Risk: LOW       
  ASPINWALL.NS    | Price:  220.90 | Entry:  216.48 | Target:  277.36 | Risk: LOW       
  DRONE.NS        | Price:   51.80 | Entry:   50.76 | Target:   72.92 | Risk: LOW       
  GULFPETRO.NS    | Price:   33.30 | Entry:   32.63 | Target:   42.65 | Risk: LOW       
  PROPEQUITY.NS   | Price:  195.00 | Entry:   191.1 | Target:  240.70 | Risk: LOW       
  JMA.NS          | Price:   83.58 | Entry:   81.91 | Target:  102.10 | Risk: LOW       
  NECCLTD.NS      | Price:   16.03 | Entry:   15.71 | Target:   21.27 | Risk: LOW       
  LLOYDS.NS       | Price:   69.55 | Entry:   68.16 | Target:   99.76 | Risk: LOW       
  INCREDIBLE.NS   | Price:   35.04 | Entry:   34.34 | Target:   45.96 | Risk: LOW       
  MADHUSUDAN.NS   | Price:  155.65 | Entry:  152.54 | Target:  185.90 | Risk: LOW       
  CENTEXT.NS      | Price:   20.59 | Entry:   20.18 | Target:   26.97 | Risk: LOW       
  TAINWALCHM.NS   | Price:  189.31 | Entry:  185.52 | Target:  233.08 | Risk: LOW       
  ARVEE.NS        | Price:  175.79 | Entry:  172.27 | Target:  228.99 | Risk: LOW       
  SIKKO.NS        | Price:    4.95 | Entry:    4.85 | Target:    6.33 | Risk: LOW       
  DENEERS.NS      | Price:  166.35 | Entry:  163.02 | Target:  217.87 | Risk: LOW       
  PRLIND.NS       | Price:   65.00 | Entry:    63.7 | Target:   84.16 | Risk: LOW       
  EXCEL.NS        | Price:    1.11 | Entry:    1.09 | Target:    1.43 | Risk: LOW       
  ALPA.NS         | Price:   69.04 | Entry:   67.66 | Target:   93.83 | Risk: LOW       
  KESORAMIND.NS   | Price:   10.39 | Entry:   10.18 | Target:   14.69 | Risk: LOW       
  DTIL.NS         | Price:  135.47 | Entry:  132.76 | Target:  180.72 | Risk: LOW       
  PURVFLEXI.NS    | Price:   57.85 | Entry:   56.69 | Target:   70.97 | Risk: LOW       
  IEML.NS         | Price:   82.10 | Entry:   80.46 | Target:  112.06 | Risk: LOW       
  BRNL.NS         | Price:   20.52 | Entry:   20.11 | Target:   25.83 | Risk: LOW       
  TUNWAL.NS       | Price:   33.60 | Entry:   32.93 | Target:   41.92 | Risk: LOW       
  LAL.NS          | Price:    7.83 | Entry:    7.67 | Target:   11.31 | Risk: LOW       
  VISHWARAJ.NS    | Price:    5.60 | Entry:    5.49 | Target:    7.40 | Risk: LOW       
  VIVIMEDLAB.NS   | Price:    7.36 | Entry:    7.21 | Target:    9.02 | Risk: LOW       
  PRAENG.NS       | Price:   22.24 | Entry:    21.8 | Target:   31.51 | Risk: LOW       
  INDTERRAIN.NS   | Price:   32.81 | Entry:   32.15 | Target:   43.55 | Risk: LOW       
  LANCORHOL.NS    | Price:   26.04 | Entry:   25.52 | Target:   32.35 | Risk: LOW       
  AARVI.NS        | Price:  131.40 | Entry:  128.77 | Target:  159.97 | Risk: LOW       
  SUPERHOUSE.NS   | Price:  153.78 | Entry:   150.7 | Target:  195.37 | Risk: LOW       
  DYNAMIC.NS      | Price:  136.70 | Entry:  133.97 | Target:  184.79 | Risk: LOW       
  CANARYS.NS      | Price:   23.55 | Entry:   23.08 | Target:   32.35 | Risk: LOW       
  IVP.NS          | Price:  139.94 | Entry:  137.14 | Target:  178.78 | Risk: LOW       
  EMKAYTOOLS.NS   | Price:  103.70 | Entry:  101.63 | Target:  128.24 | Risk: LOW       
  RUCHINFRA.NS    | Price:    6.45 | Entry:    6.32 | Target:    9.21 | Risk: LOW       
  TBI.NS          | Price:   69.55 | Entry:   68.16 | Target:   90.35 | Risk: LOW       
  CROWN.NS        | Price:  125.54 | Entry:  123.03 | Target:  166.96 | Risk: LOW       
  GAYAPROJ.NS     | Price:   16.38 | Entry:   16.05 | Target:   18.46 | Risk: LOW       
  ENSER.NS        | Price:   16.35 | Entry:   16.02 | Target:   23.65 | Risk: LOW       
  SOMICONVEY.NS   | Price:  111.96 | Entry:  109.72 | Target:  146.62 | Risk: LOW       
  MAHESHWARI.NS   | Price:   47.00 | Entry:   46.06 | Target:   59.22 | Risk: LOW       
  MODTHREAD.NS    | Price:   48.51 | Entry:   47.54 | Target:   63.48 | Risk: LOW       
  DUCON.NS        | Price:    3.54 | Entry:    3.47 | Target:    4.84 | Risk: LOW       
  SIGIND.NS       | Price:   49.74 | Entry:   48.75 | Target:   66.31 | Risk: LOW       
  IBLFL.NS        | Price:   51.20 | Entry:   50.18 | Target:   55.16 | Risk: LOW       
  HINDCON.NS      | Price:   24.00 | Entry:   23.52 | Target:   33.06 | Risk: LOW       
  TEXMOPIPES.NS   | Price:   45.10 | Entry:    44.2 | Target:   58.73 | Risk: LOW       
  WOMANCART.NS    | Price:  192.75 | Entry:   188.9 | Target:  257.41 | Risk: LOW       
  UMIYA-MRO.NS    | Price:   86.33 | Entry:    84.6 | Target:  118.09 | Risk: LOW       
  MAGNUM.NS       | Price:   22.21 | Entry:   21.77 | Target:   30.79 | Risk: LOW       
  SHREEOSFM.NS    | Price:   86.95 | Entry:   85.21 | Target:  116.54 | Risk: LOW       
  USASEEDS.NS     | Price:  115.50 | Entry:  113.19 | Target:  133.77 | Risk: LOW       
  ALPHAGEO.NS     | Price:  224.57 | Entry:  220.08 | Target:  304.57 | Risk: LOW       
  GVPTECH.NS      | Price:    7.07 | Entry:    6.93 | Target:   10.96 | Risk: LOW       
  KREBSBIO.NS     | Price:   61.84 | Entry:    60.6 | Target:   87.48 | Risk: LOW       
  UMAEXPORTS.NS   | Price:   28.30 | Entry:   27.73 | Target:   40.70 | Risk: LOW       
  SHEETAL.NS      | Price:  255.00 | Entry:   249.9 | Target:  294.18 | Risk: LOW       
