NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-13 03:57:40

BUY SIGNALS (904):
  RELIANCE.NS     | Price: 1329.00 | Entry: 1302.42 | Target: 1424.43 | Risk: LOW       
  FALCONTECH.NS   | Price:   12.35 | Entry:    12.1 | Target:   14.96 | Risk: LOW       
  BGLOBAL.NS      | Price:    3.27 | Entry:     3.2 | Target:    3.55 | Risk: LOW       
  ORTEL.NS        | Price:    2.19 | Entry:    2.15 | Target:    2.86 | Risk: LOW       
  MCX.NS          | Price: 3016.70 | Entry: 2956.37 | Target: 3441.45 | Risk: LOW       

HOLD SIGNALS (850):
  BHARTIARTL.NS   | Price: 1945.00 | Trend:   3.53% | Mom:  -0.60% | Risk: LOW       
  TCS.NS          | Price: 2349.70 | Trend:   6.27% | Mom:  -3.38% | Risk: LOW       
  ICICIBANK.NS    | Price: 1431.70 | Trend:   3.40% | Mom:   0.69% | Risk: LOW       
  LICI.NS         | Price:  417.00 | Trend:  -0.20% | Mom:  -1.38% | Risk: LOW       
  MARUTI.NS       | Price: 13875.00 | Trend:   1.80% | Mom:  -1.22% | Risk: LOW       
  KOTAKBANK.NS    | Price:  390.50 | Trend:  -0.05% | Mom:   0.28% | Risk: LOW       
  SUNPHARMA.NS    | Price: 1944.00 | Trend:   2.75% | Mom:  -2.31% | Risk: LOW       
  AXISBANK.NS     | Price: 1230.00 | Trend:  -5.40% | Mom:   0.09% | Risk: LOW       
  ADANIPORTS.NS   | Price: 1665.00 | Trend:  -6.75% | Mom:   0.05% | Risk: LOW       
  BEL.NS          | Price:  405.70 | Trend:  -0.47% | Mom:   5.55% | Risk: LOW       
  DMART.NS        | Price: 4040.00 | Trend:  -1.19% | Mom:   5.03% | Risk: LOW       
  JSWSTEEL.NS     | Price: 1269.10 | Trend:   0.86% | Mom:  -0.13% | Risk: LOW       
  ADANIPOWER.NS   | Price:  206.99 | Trend:  -5.57% | Mom:  -0.95% | Risk: LOW       
  WIPRO.NS        | Price:  183.94 | Trend:   2.99% | Mom:  -1.28% | Risk: LOW       
  ASIANPAINT.NS   | Price: 2740.00 | Trend:   1.64% | Mom:   0.14% | Risk: LOW       
  COALINDIA.NS    | Price:  409.30 | Trend:  -4.40% | Mom:  -0.58% | Risk: LOW       
  NESTLEIND.NS    | Price: 1507.00 | Trend:   4.53% | Mom:  -0.90% | Risk: LOW       
  IOC.NS          | Price:  140.60 | Trend:  -0.37% | Mom:   0.47% | Risk: LOW       
  TATASTEEL.NS    | Price:  186.20 | Trend:  -2.21% | Mom:  -0.39% | Risk: LOW       
  TMPV.NS         | Price:  343.00 | Trend:  -2.17% | Mom:   2.63% | Risk: LOW       
  SBILIFE.NS      | Price: 1830.00 | Trend:   0.79% | Mom:  -2.53% | Risk: LOW       
  VEDL.NS         | Price:  275.80 | Trend:  -1.27% | Mom:   3.10% | Risk: LOW       
  DLF.NS          | Price:  661.75 | Trend:   5.21% | Mom:  -1.27% | Risk: LOW       
  TRENT.NS        | Price: 2987.00 | Trend:  -0.48% | Mom:  -0.61% | Risk: LOW       
  IRFC.NS         | Price:   88.26 | Trend:  -3.54% | Mom:  -0.74% | Risk: LOW       
  BPCL.NS         | Price:  317.00 | Trend:   2.13% | Mom:   0.38% | Risk: LOW       
  TECHM.NS        | Price: 1625.00 | Trend:   8.68% | Mom:  -2.64% | Risk: LOW       
  BANKBARODA.NS   | Price:  251.00 | Trend:  -2.81% | Mom:   3.87% | Risk: LOW       
  ICICIAMC.NS     | Price: 3074.60 | Trend:  -3.97% | Mom:   0.76% | Risk: LOW       
  TATAPOWER.NS    | Price:  379.45 | Trend:  -1.47% | Mom:   0.93% | Risk: LOW       
  CIPLA.NS        | Price: 1463.00 | Trend:   2.27% | Mom:  -0.23% | Risk: LOW       
  TORNTPHARM.NS   | Price: 4893.00 | Trend:   2.80% | Mom:   0.30% | Risk: LOW       
  LODHA.NS        | Price: 1209.00 | Trend:  11.67% | Mom:  -5.74% | Risk: LOW       
  CUMMINSIND.NS   | Price: 5365.00 | Trend:  -3.42% | Mom:  -0.33% | Risk: LOW       
  POLYCAB.NS      | Price: 9289.00 | Trend:  -0.93% | Mom:   4.42% | Risk: LOW       
  CGPOWER.NS      | Price:  888.00 | Trend:  -2.33% | Mom:   6.65% | Risk: LOW       
  ADANIENSOL.NS   | Price: 1599.00 | Trend:  -0.14% | Mom:  -3.62% | Risk: LOW       
  INDHOTEL.NS     | Price:  724.00 | Trend:   0.62% | Mom:  -3.37% | Risk: LOW       
  DRREDDY.NS      | Price: 1200.00 | Trend:  -3.76% | Mom:   4.82% | Risk: LOW       
  IDBI.NS         | Price:   82.46 | Trend:  -0.41% | Mom:  -1.88% | Risk: LOW       
  SWIGGY.NS       | Price:  279.35 | Trend:   6.16% | Mom:  -5.60% | Risk: LOW       
  BSE.NS          | Price: 3527.00 | Trend:  -6.27% | Mom:  -0.09% | Risk: LOW       
  INDUSTOWER.NS   | Price:  383.40 | Trend:  -0.28% | Mom:   1.25% | Risk: LOW       
  GROWW.NS        | Price:  197.28 | Trend:  -0.81% | Mom:   2.57% | Risk: LOW       
  DIXON.NS        | Price: 13800.00 | Trend:   5.79% | Mom:  -3.75% | Risk: LOW       
  IDEA.NS         | Price:   13.50 | Trend:  -2.73% | Mom:   4.90% | Risk: LOW       
  MARICO.NS       | Price:  855.00 | Trend:   2.16% | Mom:  -2.25% | Risk: LOW       
  HINDPETRO.NS    | Price:  390.00 | Trend:  -0.96% | Mom:   0.40% | Risk: LOW       
  WAAREEENER.NS   | Price: 2668.00 | Trend:  -6.69% | Mom:   1.64% | Risk: LOW       
  JSWENERGY.NS    | Price:  558.75 | Trend:  -0.44% | Mom:   2.77% | Risk: LOW       
  ICICIPRULI.NS   | Price:  506.40 | Trend:   1.76% | Mom:  -0.82% | Risk: LOW       
  PERSISTENT.NS   | Price: 5474.00 | Trend:   8.47% | Mom:  -0.17% | Risk: LOW       
  NTPCGREEN.NS    | Price:   92.46 | Trend:  -2.11% | Mom:   2.04% | Risk: LOW       
  SBICARD.NS      | Price:  656.60 | Trend:   5.28% | Mom:  -0.18% | Risk: LOW       
  SUZLON.NS       | Price:   47.35 | Trend: -11.24% | Mom:  -0.11% | Risk: LOW       
  IOB.NS          | Price:   33.84 | Trend:  -0.75% | Mom:   0.15% | Risk: LOW       
  GVT&D.NS        | Price: 4406.50 | Trend:  -5.29% | Mom:   4.86% | Risk: LOW       
  RVNL.NS         | Price:  230.00 | Trend:  -1.00% | Mom:   3.19% | Risk: LOW       
  PRESTIGE.NS     | Price: 1590.70 | Trend:   1.56% | Mom:  -5.44% | Risk: LOW       
  LLOYDSME.NS     | Price: 1893.60 | Trend:   2.09% | Mom:  -6.03% | Risk: LOW       
  NYKAA.NS        | Price:  328.05 | Trend:   6.55% | Mom:  -0.47% | Risk: LOW       
  ATGL.NS         | Price:  660.35 | Trend:  -5.92% | Mom:   1.57% | Risk: LOW       
  GICRE.NS        | Price:  355.85 | Trend:  -2.44% | Mom:  -0.86% | Risk: LOW       
  YESBANK.NS      | Price:   22.98 | Trend:  -2.62% | Mom:   1.95% | Risk: LOW       
  VMM.NS          | Price:  108.00 | Trend:  -5.83% | Mom:  -0.22% | Risk: LOW       
  NMDC.NS         | Price:   85.90 | Trend:  -0.41% | Mom:   1.05% | Risk: LOW       
  ALKEM.NS        | Price: 5480.00 | Trend:  -0.38% | Mom:  -2.86% | Risk: LOW       
  MRF.NS          | Price: 130785.00 | Trend:   0.41% | Mom:  -1.77% | Risk: LOW       
  GODREJPROP.NS   | Price: 2015.00 | Trend:   3.11% | Mom:  -4.54% | Risk: LOW       
  HDBFS.NS        | Price:  688.75 | Trend:  -2.21% | Mom:   1.15% | Risk: LOW       
  SCHAEFFLER.NS   | Price: 4125.80 | Trend:   0.26% | Mom:  -0.45% | Risk: LOW       
  INDUSINDBK.NS   | Price: 1017.50 | Trend:   4.11% | Mom:   0.60% | Risk: LOW       
  OBEROIRLTY.NS   | Price: 1799.90 | Trend:   0.84% | Mom:  -1.99% | Risk: LOW       
  FACT.NS         | Price:  819.55 | Trend:  -4.93% | Mom:   0.50% | Risk: LOW       
  PHOENIXLTD.NS   | Price: 1905.00 | Trend:  -1.79% | Mom:  -0.29% | Risk: LOW       
  TIINDIA.NS      | Price: 2839.00 | Trend:  -4.63% | Mom:   1.93% | Risk: LOW       
  MOTILALOFS.NS   | Price:  901.00 | Trend:  -1.61% | Mom:   7.65% | Risk: LOW       
  MFSL.NS         | Price: 1516.00 | Trend:  -3.98% | Mom:   0.62% | Risk: LOW       
  FEDERALBNK.NS   | Price:  356.85 | Trend:   6.10% | Mom:   0.76% | Risk: LOW       
  KALYANKJIL.NS   | Price:  596.70 | Trend:  26.24% | Mom:  -5.97% | Risk: LOW       
  LINDEINDIA.NS   | Price: 6777.50 | Trend:  -3.32% | Mom:   1.82% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4473.40 | Trend:   0.29% | Mom:   1.16% | Risk: LOW       
  SUPREMEIND.NS   | Price: 3459.90 | Trend:   1.17% | Mom:  -0.56% | Risk: LOW       
  BIOCON.NS       | Price:  427.40 | Trend:   1.34% | Mom:  -1.17% | Risk: LOW       
  AIIL.NS         | Price:  554.80 | Trend:   5.52% | Mom:  -0.52% | Risk: LOW       
  JKCEMENT.NS     | Price: 5393.50 | Trend:   0.35% | Mom:  -3.12% | Risk: LOW       
  UBL.NS          | Price: 1388.30 | Trend:   2.50% | Mom:  -2.55% | Risk: LOW       
  GLAXO.NS        | Price: 2620.20 | Trend:   8.20% | Mom:  -0.24% | Risk: LOW       
  ITCHOTELS.NS    | Price:  168.32 | Trend:  -0.32% | Mom:   4.85% | Risk: LOW       
  PREMIERENE.NS   | Price: 1026.10 | Trend:  -2.61% | Mom:  -0.97% | Risk: LOW       
  HEXT.NS         | Price:  566.95 | Trend:   5.18% | Mom:  -8.31% | Risk: LOW       
  LTTS.NS         | Price: 3578.90 | Trend:   6.13% | Mom:  -0.17% | Risk: LOW       
  HUDCO.NS        | Price:  192.73 | Trend:  -5.29% | Mom:  -0.64% | Risk: LOW       
  360ONE.NS       | Price: 1161.00 | Trend:   4.02% | Mom:  -0.03% | Risk: LOW       
  MAHABANK.NS     | Price:   81.87 | Trend:  -2.03% | Mom:   3.29% | Risk: LOW       
  PETRONET.NS     | Price:  279.85 | Trend:   0.65% | Mom:   0.34% | Risk: LOW       
  CONCOR.NS       | Price:  512.05 | Trend:   6.17% | Mom:  -2.20% | Risk: LOW       
  M&MFIN.NS       | Price:  395.85 | Trend:  19.58% | Mom:   0.53% | Risk: LOW       
  ASTRAL.NS       | Price: 1464.00 | Trend:   0.87% | Mom:  -0.83% | Risk: LOW       
  TATAINVEST.NS   | Price:  680.65 | Trend:   1.64% | Mom:   0.73% | Risk: LOW       
  GODREJIND.NS    | Price: 1235.20 | Trend:   2.00% | Mom:  -5.65% | Risk: LOW       
  POONAWALLA.NS   | Price:  484.10 | Trend:   8.21% | Mom:   0.52% | Risk: LOW       
  CRISIL.NS       | Price: 4507.10 | Trend:   8.27% | Mom:   0.38% | Risk: LOW       
  KPRMILL.NS      | Price: 1088.70 | Trend:  -1.13% | Mom:   4.35% | Risk: LOW       
  CHOLAHLDNG.NS   | Price: 1550.70 | Trend:  -1.44% | Mom:   2.44% | Risk: LOW       
  IPCALAB.NS      | Price: 1766.60 | Trend:   4.43% | Mom:  -0.91% | Risk: LOW       
  PIRAMALFIN.NS   | Price: 2073.30 | Trend:  -0.47% | Mom:   3.37% | Risk: LOW       
  MEDANTA.NS      | Price: 1393.50 | Trend:   4.73% | Mom:  -2.75% | Risk: LOW       
  TATAELXSI.NS    | Price: 3711.90 | Trend:  -2.25% | Mom:   1.47% | Risk: LOW       
  CENTRALBK.NS    | Price:   31.28 | Trend:  -1.61% | Mom:   0.29% | Risk: LOW       
  KPITTECH.NS     | Price:  609.20 | Trend:  -4.84% | Mom:   4.17% | Risk: LOW       
  CDSL.NS         | Price: 1339.00 | Trend:   1.69% | Mom:   0.19% | Risk: LOW       
  DELHIVERY.NS    | Price:  470.25 | Trend:  -0.90% | Mom:   0.42% | Risk: LOW       
  GODIGIT.NS      | Price:  262.80 | Trend: -10.32% | Mom:   6.98% | Risk: LOW       
  HONAUT.NS       | Price: 37620.00 | Trend:  -0.31% | Mom:  -6.20% | Risk: LOW       
  ITI.NS          | Price:  285.50 | Trend:  -2.27% | Mom:   3.40% | Risk: LOW       
  MSUMI.NS        | Price:   41.04 | Trend:   4.11% | Mom:  -0.44% | Risk: LOW       
  IGL.NS          | Price:  154.54 | Trend:  -2.33% | Mom:   1.07% | Risk: LOW       
  AEGISVOPAK.NS   | Price:  277.40 | Trend:   6.34% | Mom:  -5.10% | Risk: LOW       
  KIMS.NS         | Price:  804.80 | Trend:   0.66% | Mom:   0.81% | Risk: LOW       
  IKS.NS          | Price: 1778.30 | Trend:   0.44% | Mom:  -2.25% | Risk: LOW       
  STARHEALTH.NS   | Price:  585.15 | Trend:   2.12% | Mom:  -2.29% | Risk: LOW       
  JBCHEPHARM.NS   | Price: 2408.90 | Trend:   6.42% | Mom:  -1.10% | Risk: LOW       
  TVSHLTD.NS      | Price: 14607.00 | Trend:   4.57% | Mom:  -0.59% | Risk: LOW       
  SYNGENE.NS      | Price:  410.65 | Trend:  -3.38% | Mom:  -0.87% | Risk: LOW       
  BANDHANBNK.NS   | Price:  176.00 | Trend: -10.38% | Mom:   1.39% | Risk: LOW       
  SHYAMMETL.NS    | Price:  983.90 | Trend:  -0.25% | Mom:  -4.55% | Risk: LOW       
  FSL.NS          | Price:  274.50 | Trend:   4.97% | Mom:  -6.50% | Risk: LOW       
  MANAPPURAM.NS   | Price:  353.90 | Trend:   6.09% | Mom:  -4.39% | Risk: LOW       
  ABSLAMC.NS      | Price: 1043.80 | Trend:  -2.76% | Mom:   4.46% | Risk: LOW       
  TIMKEN.NS       | Price: 3233.90 | Trend:  -4.19% | Mom:   5.23% | Risk: LOW       
  HSCL.NS         | Price:  766.65 | Trend:   8.45% | Mom:   0.81% | Risk: LOW       
  ANGELONE.NS     | Price:  288.80 | Trend: -11.14% | Mom:  -0.98% | Risk: LOW       
  TATACHEM.NS     | Price:  675.15 | Trend:  -4.05% | Mom:  -0.57% | Risk: LOW       
  HBLENGINE.NS    | Price:  696.80 | Trend:  -8.28% | Mom:  -0.36% | Risk: LOW       
  KARURVYSYA.NS   | Price:  338.85 | Trend:  10.14% | Mom:  -0.37% | Risk: LOW       
  SAGILITY.NS     | Price:   43.29 | Trend:   4.62% | Mom:  -5.63% | Risk: LOW       
  JYOTICNC.NS     | Price:  825.15 | Trend:   8.16% | Mom:   0.29% | Risk: LOW       
  AADHARHFC.NS    | Price:  501.55 | Trend:  -0.47% | Mom:   1.42% | Risk: LOW       
  CREDITACC.NS    | Price: 1543.00 | Trend:   5.38% | Mom:  -2.13% | Risk: LOW       
  JSWHL.NS        | Price: 11780.00 | Trend:  -0.74% | Mom:   5.53% | Risk: LOW       
  PSB.NS          | Price:   23.72 | Trend:  -1.24% | Mom:   0.21% | Risk: LOW       
  ABREL.NS        | Price: 1382.70 | Trend:   2.21% | Mom:  -1.63% | Risk: LOW       
  OLAELEC.NS      | Price:   40.10 | Trend:  -3.30% | Mom:   6.14% | Risk: LOW       
  CHALET.NS       | Price:  821.00 | Trend:   1.06% | Mom:  -2.74% | Risk: LOW       
  CHAMBLFERT.NS   | Price:  443.40 | Trend:  -2.74% | Mom:   2.50% | Risk: LOW       
  ANANTRAJ.NS     | Price:  610.20 | Trend:   7.68% | Mom:  -0.36% | Risk: LOW       
  ECLERX.NS       | Price: 1772.70 | Trend:  10.60% | Mom:  -6.59% | Risk: LOW       
  TENNIND.NS      | Price:  540.00 | Trend:  -5.27% | Mom:   0.26% | Risk: LOW       
  EIDPARRY.NS     | Price:  767.55 | Trend:   2.25% | Mom:  -0.07% | Risk: LOW       
  CAMS.NS         | Price:  780.05 | Trend:   0.22% | Mom:  -1.34% | Risk: LOW       
  KFINTECH.NS     | Price:  922.65 | Trend:   4.49% | Mom:  -2.76% | Risk: LOW       
  RPOWER.NS       | Price:   23.45 | Trend:  -6.59% | Mom:   0.51% | Risk: LOW       
  FIRSTCRY.NS     | Price:  215.00 | Trend:  -0.70% | Mom:   1.24% | Risk: LOW       
  JSWCEMENT.NS    | Price:  131.35 | Trend:  -1.17% | Mom:  -0.84% | Risk: LOW       
  VINATIORGA.NS   | Price: 1326.30 | Trend:   0.22% | Mom:   1.32% | Risk: LOW       
  ZENSARTECH.NS   | Price:  493.95 | Trend:   3.62% | Mom:  -7.66% | Risk: LOW       
  FIVESTAR.NS     | Price:  551.00 | Trend:   6.45% | Mom:   0.00% | Risk: LOW       
  PGEL.NS         | Price:  613.90 | Trend:   8.14% | Mom:   0.15% | Risk: LOW       
  NAVA.NS         | Price:  586.80 | Trend:  -0.12% | Mom:   7.24% | Risk: LOW       
  CUB.NS          | Price:  215.00 | Trend:   3.23% | Mom:   0.71% | Risk: LOW       
  UTIAMC.NS       | Price:  914.95 | Trend:   0.14% | Mom:  -0.01% | Risk: LOW       
  SOBHA.NS        | Price: 1337.50 | Trend:  -3.83% | Mom:  -0.51% | Risk: LOW       
  ELGIEQUIP.NS    | Price:  575.25 | Trend:  -2.53% | Mom:   1.02% | Risk: LOW       
  NATCOPHARM.NS   | Price:  917.70 | Trend:   0.09% | Mom:  -1.31% | Risk: LOW       
  SIGNATURE.NS    | Price:  807.00 | Trend:   1.41% | Mom:   0.84% | Risk: LOW       
  CIEINDIA.NS     | Price:  413.70 | Trend:  -7.27% | Mom:  -0.25% | Risk: LOW       
  TECHNOE.NS      | Price:  992.70 | Trend:  -4.50% | Mom:   0.39% | Risk: LOW       
  WHIRLPOOL.NS    | Price:  792.10 | Trend:  -0.52% | Mom:   0.41% | Risk: LOW       
  CAPLIPOINT.NS   | Price: 2486.50 | Trend:  -0.05% | Mom:  -1.96% | Risk: LOW       
  IGIL.NS         | Price:  345.35 | Trend:  -2.44% | Mom:   5.05% | Risk: LOW       
  GALLANTT.NS     | Price:  594.30 | Trend:  -8.82% | Mom:   3.43% | Risk: LOW       
  IFCI.NS         | Price:   73.97 | Trend:  -3.59% | Mom:   0.61% | Risk: LOW       
  INDIAMART.NS    | Price: 1791.00 | Trend:  -5.54% | Mom:   2.28% | Risk: LOW       
  PARADEEP.NS     | Price:  148.30 | Trend:   7.04% | Mom:  -5.26% | Risk: LOW       
  TRIDENT.NS      | Price:   24.70 | Trend:  -2.14% | Mom:  -0.04% | Risk: LOW       
  RAINBOW.NS      | Price: 1475.00 | Trend:   1.62% | Mom:   0.37% | Risk: LOW       
  NUVOCO.NS       | Price:  338.00 | Trend:   2.72% | Mom:  -3.21% | Risk: LOW       
  SWANCORP.NS     | Price:  309.45 | Trend:  -1.58% | Mom:  -0.26% | Risk: LOW       
  EMMVEE.NS       | Price:  317.65 | Trend:  -4.45% | Mom:   3.32% | Risk: LOW       
  SPLPETRO.NS     | Price:  725.20 | Trend:   1.58% | Mom:  -1.21% | Risk: LOW       
  BLUEDART.NS     | Price: 5111.00 | Trend:   3.70% | Mom:   0.15% | Risk: LOW       
  PCBL.NS         | Price:  315.85 | Trend:   1.67% | Mom:  -2.36% | Risk: LOW       
  JWL.NS          | Price:  259.25 | Trend:  -1.55% | Mom:  -0.02% | Risk: LOW       
  IEX.NS          | Price:  125.51 | Trend:   1.08% | Mom:  -4.48% | Risk: LOW       
  BBTC.NS         | Price: 1490.90 | Trend:  -1.68% | Mom:  -0.48% | Risk: LOW       
  AAVAS.NS        | Price: 1416.70 | Trend:  -0.88% | Mom:   2.95% | Risk: LOW       
  JPPOWER.NS      | Price:   17.85 | Trend:   0.25% | Mom:   3.06% | Risk: LOW       
  TARIL.NS        | Price:  294.00 | Trend:  -8.33% | Mom:   0.15% | Risk: LOW       
  NEWGEN.NS       | Price:  541.35 | Trend:   7.25% | Mom:  -3.42% | Risk: LOW       
  ANURAS.NS       | Price: 1208.10 | Trend:  -3.84% | Mom:  -0.22% | Risk: LOW       
  HOMEFIRST.NS    | Price: 1182.80 | Trend:   1.70% | Mom:   0.15% | Risk: LOW       
  MGL.NS          | Price: 1118.90 | Trend:  -0.56% | Mom:   3.73% | Risk: LOW       
  USHAMART.NS     | Price:  503.20 | Trend:   1.05% | Mom:  -1.78% | Risk: LOW       
  LEMONTREE.NS    | Price:  109.40 | Trend:  -3.24% | Mom:  -0.68% | Risk: LOW       
  TEGA.NS         | Price: 1631.90 | Trend:  -2.57% | Mom:   8.72% | Risk: LOW       
  NCC.NS          | Price:  143.84 | Trend:  -1.93% | Mom:   1.19% | Risk: LOW       
  SKFINDUS.NS     | Price: 2705.80 | Trend:   1.14% | Mom:  -0.95% | Risk: LOW       
  ELECON.NS       | Price:  446.85 | Trend:  -8.60% | Mom:   7.09% | Risk: LOW       
  EMBDL.NS        | Price:   62.28 | Trend:   0.11% | Mom:   1.42% | Risk: LOW       
  NSLNISP.NS      | Price:   44.15 | Trend:  -1.26% | Mom:   2.53% | Risk: LOW       
  SAMMAANCAP.NS   | Price:  159.96 | Trend:  -5.25% | Mom:  -0.02% | Risk: LOW       
  INGERRAND.NS    | Price: 4292.10 | Trend:  -0.87% | Mom:   0.87% | Risk: LOW       
  INDIACEM.NS     | Price:  386.65 | Trend:  -0.16% | Mom:  -0.85% | Risk: LOW       
  CARTRADE.NS     | Price: 2725.20 | Trend:   4.01% | Mom:  -8.02% | Risk: LOW       
  TITAGARH.NS     | Price:  863.45 | Trend:   0.33% | Mom:   6.55% | Risk: LOW       
  J&KBANK.NS      | Price:  157.33 | Trend:  -3.80% | Mom:   1.75% | Risk: LOW       
  GRINFRA.NS      | Price:  881.60 | Trend:  -1.60% | Mom:   1.54% | Risk: LOW       
  JUBLINGREA.NS   | Price:  719.25 | Trend:   5.26% | Mom:  -0.98% | Risk: LOW       
  EUREKAFORB.NS   | Price:  456.65 | Trend:   0.42% | Mom:  -0.04% | Risk: LOW       
  CANFINHOME.NS   | Price:  821.70 | Trend:  -3.76% | Mom:   0.57% | Risk: LOW       
  PRIVISCL.NS     | Price: 3571.60 | Trend:   0.83% | Mom:  -1.31% | Risk: LOW       
  EDELWEISS.NS    | Price:  118.82 | Trend:   0.20% | Mom:   3.20% | Risk: LOW       
  BALRAMCHIN.NS   | Price:  607.60 | Trend:   5.45% | Mom:   0.39% | Risk: LOW       
  VESUVIUS.NS     | Price:  446.00 | Trend:  -3.30% | Mom:  -0.80% | Risk: LOW       
  RELINFRA.NS     | Price:   68.48 | Trend:  -5.74% | Mom:  14.06% | Risk: LOW       
  TEJASNET.NS     | Price:  525.50 | Trend:  -6.03% | Mom:   3.63% | Risk: LOW       
  TIMETECHNO.NS   | Price:  209.16 | Trend:  10.86% | Mom:  -0.75% | Risk: LOW       
  BANCOINDIA.NS   | Price:  627.15 | Trend:  -4.93% | Mom:   0.77% | Risk: LOW       
  IIFLCAPS.NS     | Price:  336.00 | Trend:  -0.98% | Mom:  -0.09% | Risk: LOW       
  MMTC.NS         | Price:   64.52 | Trend:  -2.66% | Mom:   5.34% | Risk: LOW       
  JLHL.NS         | Price:  306.85 | Trend:   4.24% | Mom:  -6.19% | Risk: LOW       
  BIRLACORPN.NS   | Price:  900.80 | Trend:  -5.44% | Mom:   2.86% | Risk: LOW       
  MAPMYINDIA.NS   | Price:  994.60 | Trend:   1.83% | Mom: -12.20% | Risk: LOW       
  WABAG.NS        | Price: 1883.00 | Trend:  -3.18% | Mom:  -0.34% | Risk: LOW       
  LLOYDSENT.NS    | Price:   78.58 | Trend:   3.49% | Mom:  -0.58% | Risk: LOW       
  ALOKINDS.NS     | Price:   11.81 | Trend:  -4.88% | Mom:  -0.34% | Risk: LOW       
  DBREALTY.NS     | Price:  112.35 | Trend:  -1.60% | Mom:  -0.65% | Risk: LOW       
