NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-24 03:03:22

BUY SIGNALS (731):
  BAJFINANCE.NS   | Price: 1095.00 | Entry:  1073.1 | Target: 1206.32 | Risk: LOW       
  CAPLIPOINT.NS   | Price: 2560.80 | Trend:   0.59% | Mom:  -0.52% | Risk: LOW       
  LTFOODS.NS      | Price:  427.60 | Trend:   8.70% | Mom:   0.25% | Risk: LOW       
  KIRLOSBROS.NS   | Price: 1906.20 | Trend:  -0.16% | Mom:   0.24% | Risk: LOW       
  AGARWALEYE.NS   | Price:  500.20 | Trend:   2.46% | Mom:  -8.43% | Risk: LOW       
  JBMA.NS         | Price:  673.95 | Trend:   0.29% | Mom:   3.90% | Risk: LOW       
  INDIAMART.NS    | Price: 1742.20 | Trend:  -6.77% | Mom:  -0.73% | Risk: LOW       
  PARADEEP.NS     | Price:  148.48 | Trend:   4.55% | Mom:  -0.65% | Risk: LOW       
  CEATLTD.NS      | Price: 3563.40 | Trend:  -0.22% | Mom:  -4.29% | Risk: LOW       
  FINEORG.NS      | Price: 5159.90 | Trend:   2.29% | Mom:  -0.04% | Risk: LOW       
  BATAINDIA.NS    | Price:  701.05 | Trend:   3.44% | Mom:   0.64% | Risk: LOW       
  EMMVEE.NS       | Price:  324.00 | Trend:  -2.17% | Mom:   1.60% | Risk: LOW       
  SPLPETRO.NS     | Price:  697.80 | Trend:  -2.89% | Mom:  -0.52% | Risk: LOW       
  BLUEDART.NS     | Price: 5083.00 | Trend:   1.73% | Mom:  -0.13% | Risk: LOW       
  KSB.NS          | Price:  801.85 | Trend:  -8.65% | Mom:   2.24% | Risk: LOW       
  PCBL.NS         | Price:  317.55 | Trend:   0.54% | Mom:  -1.35% | Risk: LOW       
  CEMPRO.NS       | Price: 1276.40 | Trend:  -6.66% | Mom:   5.65% | Risk: LOW       
  MINDACORP.NS    | Price:  727.85 | Trend:   4.87% | Mom:   0.97% | Risk: LOW       
  TARIL.NS        | Price:  298.65 | Trend:  -6.17% | Mom:   0.29% | Risk: LOW       
  NEWGEN.NS       | Price:  522.70 | Trend:   1.59% | Mom:  -5.14% | Risk: LOW       
  ANURAS.NS       | Price: 1243.70 | Trend:  -0.31% | Mom:   2.40% | Risk: LOW       
  GRANULES.NS     | Price:  858.15 | Trend:   2.71% | Mom:  -1.80% | Risk: LOW       
  HOMEFIRST.NS    | Price: 1193.70 | Trend:   0.40% | Mom:  -0.01% | Risk: LOW       
  MGL.NS          | Price: 1114.20 | Trend:  -0.21% | Mom:  -0.64% | Risk: LOW       
  VTL.NS          | Price:  602.90 | Trend:  -3.40% | Mom:  -0.63% | Risk: LOW       
  ELECON.NS       | Price:  451.55 | Trend:  -5.58% | Mom:   3.13% | Risk: LOW       
  RITES.NS        | Price:  218.08 | Trend:   0.14% | Mom:  -6.34% | Risk: LOW       
  BLUEJET.NS      | Price:  596.15 | Trend:   4.49% | Mom:   0.38% | Risk: LOW       
  SBFC.NS         | Price:   93.93 | Trend:   1.63% | Mom:  -0.34% | Risk: LOW       
  RAILTEL.NS      | Price:  287.25 | Trend:  -3.83% | Mom:  -0.01% | Risk: LOW       
  TITAGARH.NS     | Price:  843.55 | Trend:  -1.74% | Mom:  -0.46% | Risk: LOW       
  JYOTHYLAB.NS    | Price:  204.95 | Trend:   2.24% | Mom:  -0.74% | Risk: LOW       
  GRINFRA.NS      | Price:  870.35 | Trend:  -3.05% | Mom:  -0.04% | Risk: LOW       
  JUBLINGREA.NS   | Price:  718.35 | Trend:   2.30% | Mom:  -2.96% | Risk: LOW       
  SANOFI.NS       | Price: 3352.80 | Trend:  -0.14% | Mom:   0.10% | Risk: LOW       
  PRUDENT.NS      | Price: 3353.50 | Trend:   8.34% | Mom:  -0.54% | Risk: LOW       
  VIKRAMSOLR.NS   | Price:  173.23 | Trend:  -5.97% | Mom:   5.41% | Risk: LOW       
  CANFINHOME.NS   | Price:  830.45 | Trend:  -2.75% | Mom:   2.36% | Risk: LOW       
  BSOFT.NS        | Price:  303.75 | Trend:   1.23% | Mom:  -4.63% | Risk: LOW       
  GRAPHITE.NS     | Price:  710.75 | Trend:   8.50% | Mom:   0.11% | Risk: LOW       
  SAFARI.NS       | Price: 1496.80 | Trend:  -5.17% | Mom:   0.69% | Risk: LOW       
  INOXINDIA.NS    | Price: 1930.20 | Trend:  -0.04% | Mom:  -1.25% | Risk: LOW       
  JKLAKSHMI.NS    | Price:  559.45 | Trend:  -2.15% | Mom:  -0.98% | Risk: LOW       
  SONATSOFTW.NS   | Price:  304.00 | Trend:   1.61% | Mom:  -4.05% | Risk: LOW       
  NAZARA.NS       | Price:  354.35 | Trend:  11.33% | Mom:   0.57% | Risk: LOW       
  METROPOLIS.NS   | Price:  556.95 | Trend:  -0.46% | Mom:  -1.11% | Risk: LOW       
  WESTLIFE.NS     | Price:  588.15 | Trend:  14.73% | Mom:  -1.13% | Risk: LOW       
  TEJASNET.NS     | Price:  510.45 | Trend:  -7.60% | Mom:  -0.58% | Risk: LOW       
  IIFLCAPS.NS     | Price:  335.65 | Trend:  -0.78% | Mom:   0.45% | Risk: LOW       
  ASKAUTOLTD.NS   | Price:  621.15 | Trend:  18.90% | Mom:  -2.17% | Risk: LOW       
  MMTC.NS         | Price:   65.38 | Trend:  -0.73% | Mom:   2.19% | Risk: LOW       
  JLHL.NS         | Price:  309.75 | Trend:   2.67% | Mom:  -3.26% | Risk: LOW       
  HONASA.NS       | Price:  481.90 | Trend:   5.94% | Mom:   0.90% | Risk: LOW       
  VARROC.NS       | Price:  814.95 | Trend:  18.43% | Mom:   0.46% | Risk: LOW       
  SANSERA.NS      | Price: 3876.90 | Trend:  15.53% | Mom:   0.34% | Risk: LOW       
  WABAG.NS        | Price: 2003.30 | Trend:  -0.10% | Mom:   2.33% | Risk: LOW       
  LLOYDSENT.NS    | Price:   77.59 | Trend:   0.03% | Mom:  -7.08% | Risk: LOW       
  TCI.NS          | Price:  908.35 | Trend:  -2.06% | Mom:  -0.87% | Risk: LOW       
  BBOX.NS         | Price:  775.65 | Trend: -10.04% | Mom:   4.19% | Risk: LOW       
  LOTUSDEV.NS     | Price:  164.81 | Trend:   2.25% | Mom: -11.31% | Risk: LOW       
  SAREGAMA.NS     | Price:  506.55 | Trend:   1.54% | Mom:  -2.44% | Risk: LOW       
  TANLA.NS        | Price:  570.45 | Trend:   0.92% | Mom:  -7.02% | Risk: LOW       
  ARVIND.NS       | Price:  536.95 | Trend:   0.13% | Mom:  -4.21% | Risk: LOW       
  PNGJL.NS        | Price:  602.90 | Trend:   0.49% | Mom:  -6.21% | Risk: LOW       
  RELIGARE.NS     | Price:  231.60 | Trend:  -8.98% | Mom:  -0.32% | Risk: LOW       
  GMRP&UI.NS      | Price:   96.58 | Trend:  -2.40% | Mom:  -0.93% | Risk: LOW       
  MAHLIFE.NS      | Price:  379.80 | Trend:   1.98% | Mom:  -1.75% | Risk: LOW       
  NETWORK18.NS    | Price:   29.86 | Trend:  -3.04% | Mom:   1.01% | Risk: LOW       
  DIACABS.NS      | Price:  356.10 | Trend:  30.45% | Mom:  -2.18% | Risk: LOW       
  KIRLPNU.NS      | Price:  748.80 | Trend: -10.15% | Mom:   4.01% | Risk: LOW       
  BORORENEW.NS    | Price:  549.40 | Trend:  -6.64% | Mom:   0.14% | Risk: LOW       
  TRIVENI.NS      | Price:  295.28 | Trend: -16.49% | Mom:  26.61% | Risk: LOW       
  GARFIBRES.NS    | Price:  802.60 | Trend:   6.84% | Mom:  -1.14% | Risk: LOW       
  THANGAMAYL.NS   | Price: 5487.50 | Trend:  -6.67% | Mom:   4.03% | Risk: LOW       
  AJAXENGG.NS     | Price:  565.65 | Trend:  -0.00% | Mom:   0.04% | Risk: LOW       
  LLOYDSENGG.NS   | Price:   90.05 | Trend:   1.88% | Mom:  -6.79% | Risk: LOW       
  TMB.NS          | Price:  878.55 | Trend:   8.48% | Mom:   0.30% | Risk: LOW       
  TIPSMUSIC.NS    | Price:  650.95 | Trend:  -2.48% | Mom:   0.87% | Risk: LOW       
  INOXGREEN.NS    | Price:  178.34 | Trend:  -6.32% | Mom:  -0.61% | Risk: LOW       
  V2RETAIL.NS     | Price:  219.73 | Trend:  -1.83% | Mom:   0.13% | Risk: LOW       
  RAYMONDLSL.NS   | Price:  726.95 | Trend:  -3.26% | Mom:  -0.66% | Risk: LOW       
  MIDHANI.NS      | Price:  423.95 | Trend:   1.19% | Mom:  -2.57% | Risk: LOW       
  YATHARTH.NS     | Price:  855.15 | Trend:   1.17% | Mom:  -1.71% | Risk: LOW       
  CSBBANK.NS      | Price:  322.90 | Trend:  -5.65% | Mom:   1.88% | Risk: LOW       
  JUSTDIAL.NS     | Price:  674.05 | Trend:   4.31% | Mom:  -1.35% | Risk: LOW       
  THYROCARE.NS    | Price:  565.55 | Trend:   0.55% | Mom:  -6.25% | Risk: LOW       
  EQUITASBNK.NS   | Price:   76.60 | Trend:  -0.52% | Mom:   1.83% | Risk: LOW       
  PGIL.NS         | Price: 2386.10 | Trend:  14.45% | Mom:  -3.17% | Risk: LOW       
  IFBIND.NS       | Price: 1393.20 | Trend:   4.59% | Mom:  -0.80% | Risk: LOW       
  BAJAJELEC.NS    | Price:  351.65 | Trend:   4.89% | Mom:  -5.25% | Risk: LOW       
  SUPRAJIT.NS     | Price:  505.40 | Trend:   2.42% | Mom:  -3.14% | Risk: LOW       
  IONEXCHANG.NS   | Price:  368.65 | Trend:  -8.81% | Mom:  -0.79% | Risk: LOW       
  SUNTECK.NS      | Price:  296.35 | Trend:  -4.68% | Mom:  -0.94% | Risk: LOW       
  AXISCADES.NS    | Price: 1597.50 | Trend:  -2.31% | Mom:  -0.06% | Risk: LOW       
  CRAMC.NS        | Price:  264.70 | Trend:   3.47% | Mom:   0.99% | Risk: LOW       
  RALLIS.NS       | Price:  212.18 | Trend:  -4.89% | Mom:  -0.40% | Risk: LOW       
  GOKEX.NS        | Price:  797.60 | Trend:  -2.33% | Mom:  -0.98% | Risk: LOW       
  MTARTECH.NS     | Price: 7029.50 | Trend:   1.96% | Mom:  -0.79% | Risk: LOW       
  GULFOILLUB.NS   | Price: 1139.90 | Trend:   5.71% | Mom:  -4.17% | Risk: LOW       
  SHARDAMOTR.NS   | Price:  913.10 | Trend:   5.07% | Mom:  -3.00% | Risk: LOW       
  PICCADIL.NS     | Price:  709.80 | Trend:   4.74% | Mom:  -4.49% | Risk: LOW       
  INDIAGLYCO.NS   | Price: 1146.50 | Trend:   6.45% | Mom:   0.25% | Risk: LOW       
  MANINFRA.NS     | Price:  108.67 | Trend:   3.85% | Mom:  -4.55% | Risk: LOW       
  VIPIND.NS       | Price:  308.35 | Trend:   0.73% | Mom:  -2.11% | Risk: LOW       
  ELECTCAST.NS    | Price:   73.87 | Trend:  -0.59% | Mom:   3.91% | Risk: LOW       
  PILANIINVS.NS   | Price: 4356.90 | Trend:  -0.41% | Mom:  -0.32% | Risk: LOW       
  EMUDHRA.NS      | Price:  540.85 | Trend:  13.96% | Mom:   0.37% | Risk: LOW       
  MASFIN.NS       | Price:  302.50 | Trend:  -3.39% | Mom:   0.12% | Risk: LOW       
  STLTECH.NS      | Price:  627.15 | Trend:   6.49% | Mom:  -1.84% | Risk: LOW       
  FISCHER.NS      | Price:   38.14 | Trend:   0.54% | Mom:   0.34% | Risk: LOW       
  STYL.NS         | Price:  392.55 | Trend:  10.46% | Mom:  -3.12% | Risk: LOW       
  KSCL.NS         | Price:  760.10 | Trend:  -9.62% | Mom:  -0.57% | Risk: LOW       
  SHOPERSTOP.NS   | Price:  421.30 | Trend:   9.42% | Mom:   0.30% | Risk: LOW       
  BANSALWIRE.NS   | Price:  322.30 | Trend:  -0.24% | Mom:  -2.98% | Risk: LOW       
  LXCHEM.NS       | Price:  173.21 | Trend:   2.36% | Mom:  -1.38% | Risk: LOW       
  ITDC.NS         | Price:  684.30 | Trend:   0.67% | Mom:  -2.49% | Risk: LOW       
  SMLMAH.NS       | Price: 5324.00 | Trend:  18.76% | Mom:  -4.14% | Risk: LOW       
  HCC.NS          | Price:   21.03 | Trend:  -8.95% | Mom:   2.49% | Risk: LOW       
  SUNFLAG.NS      | Price:  353.85 | Trend:  -0.27% | Mom:  -9.13% | Risk: LOW       
  SWARAJENG.NS    | Price: 3569.80 | Trend:  -3.68% | Mom:  -0.85% | Risk: LOW       
  CARERATING.NS   | Price: 1674.40 | Trend:  -0.47% | Mom:  -4.28% | Risk: LOW       
  REFEX.NS        | Price:  293.95 | Trend:  -8.38% | Mom:   0.36% | Risk: LOW       
  DBCORP.NS       | Price:  205.86 | Trend:   1.18% | Mom:  -2.16% | Risk: LOW       
  NEPHROPLUS.NS   | Price:  694.10 | Trend:   2.05% | Mom:  -0.01% | Risk: LOW       
  BALAMINES.NS    | Price: 2078.20 | Trend:  -3.68% | Mom:   2.39% | Risk: LOW       
  SHREEJISPG.NS   | Price:  620.55 | Trend:   7.47% | Mom:  -7.77% | Risk: LOW       
  PACEDIGITK.NS   | Price:  180.69 | Trend:  -7.95% | Mom:  -0.69% | Risk: LOW       
  RAIN.NS         | Price:  208.61 | Trend:   1.09% | Mom:  -5.96% | Risk: LOW       
  AARTIDRUGS.NS   | Price:  417.40 | Trend:   4.17% | Mom:   0.29% | Risk: LOW       
  ORIENTELEC.NS   | Price:  185.08 | Trend:   3.73% | Mom:  -2.17% | Risk: LOW       
  HUBTOWN.NS      | Price:  194.54 | Trend:  -1.36% | Mom:  11.10% | Risk: LOW       
  SANATHAN.NS     | Price:  465.60 | Trend:   1.82% | Mom:  -2.55% | Risk: LOW       
  NORTHARC.NS     | Price:  288.35 | Trend:  -2.52% | Mom:   4.38% | Risk: LOW       
  MOSCHIP.NS      | Price:  204.89 | Trend:  -5.80% | Mom:  -0.91% | Risk: LOW       
  GOLDIAM.NS      | Price:  360.35 | Trend:   1.26% | Mom:  -3.37% | Risk: LOW       
  63MOONS.NS      | Price:  795.50 | Trend:   7.32% | Mom:  -7.26% | Risk: LOW       
  UEL.NS          | Price:  181.23 | Trend:  13.69% | Mom: -29.70% | Risk: LOW       
  RPGLIFE.NS      | Price: 2636.60 | Trend:   0.69% | Mom:  -0.93% | Risk: LOW       
  ORCHPHARMA.NS   | Price: 1002.05 | Trend:  -0.08% | Mom:   0.02% | Risk: LOW       
  MPSLTD.NS       | Price: 2897.90 | Trend:  25.07% | Mom:  -1.14% | Risk: LOW       
  GOODLUCK.NS     | Price:  490.90 | Trend:   0.56% | Mom:  -2.39% | Risk: LOW       
  GREENPLY.NS     | Price:  293.50 | Trend:  -1.80% | Mom:   2.50% | Risk: LOW       
  JINDWORLD.NS    | Price:   35.33 | Trend:   4.72% | Mom:  -9.25% | Risk: LOW       
  ARSSBL.NS       | Price:  511.70 | Trend:  -3.93% | Mom:   1.53% | Risk: LOW       
  MEDIASSIST.NS   | Price:  360.75 | Trend:   0.59% | Mom:  -1.15% | Risk: LOW       
  NPST.NS         | Price: 1588.50 | Trend:   0.34% | Mom:   5.52% | Risk: LOW       
  GOCOLORS.NS     | Price:  344.80 | Trend:  -0.54% | Mom:   7.06% | Risk: LOW       
  NSIL.NS         | Price: 5587.00 | Trend:   0.99% | Mom:  -1.20% | Risk: LOW       
  INDOSTAR.NS     | Price:  253.15 | Trend:  -0.53% | Mom:  10.31% | Risk: LOW       
  POCL.NS         | Price:  502.45 | Trend:  -5.44% | Mom:   4.31% | Risk: LOW       
  SUNCLAY.NS      | Price: 1284.10 | Trend:  -2.61% | Mom:   3.42% | Risk: LOW       
  BALMLAWRIE.NS   | Price:  174.64 | Trend:  -1.73% | Mom:  -0.31% | Risk: LOW       
  FOSECOIND.NS    | Price: 5346.00 | Trend:   1.85% | Mom:  -2.81% | Risk: LOW       
  SSWL.NS         | Price:  295.00 | Trend:   8.31% | Mom:  -4.38% | Risk: LOW       
  BHAGCHEM.NS     | Price:  280.20 | Trend:   0.16% | Mom:  -1.89% | Risk: LOW       
  NAVNETEDUL.NS   | Price:  133.62 | Trend:  -5.02% | Mom:  -0.19% | Risk: LOW       
  BBL.NS          | Price: 2389.70 | Trend:  -7.57% | Mom:   2.59% | Risk: LOW       
  SWANDEF.NS      | Price: 2346.40 | Trend:   1.23% | Mom: -12.93% | Risk: LOW       
  KKCL.NS         | Price:  516.45 | Trend:   2.17% | Mom:   0.57% | Risk: LOW       
  MAHLOG.NS       | Price:  401.15 | Trend:   2.68% | Mom:  -0.38% | Risk: LOW       
  ARKADE.NS       | Price:  130.98 | Trend:   0.12% | Mom:  -6.46% | Risk: LOW       
  IMAGICAA.NS     | Price:   48.87 | Trend:   3.27% | Mom:  -6.27% | Risk: LOW       
  GLOBUSSPR.NS    | Price:  906.40 | Trend:   1.14% | Mom:   0.01% | Risk: LOW       
  DDEVPLSTIK.NS   | Price:  277.85 | Trend:  -0.16% | Mom:  -3.59% | Risk: LOW       
  PENIND.NS       | Price:  158.80 | Trend:  -3.39% | Mom:  -0.66% | Risk: LOW       
  MAITHANALL.NS   | Price:  977.10 | Trend:  -2.83% | Mom:   0.39% | Risk: LOW       
  SANDHAR.NS      | Price:  667.75 | Trend:   2.39% | Mom:   0.17% | Risk: LOW       
  SHK.NS          | Price:  157.47 | Trend:   7.70% | Mom:  -6.57% | Risk: LOW       
  VEEDOL.NS       | Price: 1502.50 | Trend:   4.07% | Mom:   0.35% | Risk: LOW       
  TEAMLEASE.NS    | Price: 1245.20 | Trend:  -7.65% | Mom:  -0.67% | Risk: LOW       
  NOCIL.NS        | Price:  167.02 | Trend:  -1.05% | Mom:  -0.97% | Risk: LOW       
  PREMEXPLN.NS    | Price:  665.15 | Trend:  -4.44% | Mom:   3.74% | Risk: LOW       
  SANGHVIMOV.NS   | Price:  479.35 | Trend:   6.80% | Mom:  -1.46% | Risk: LOW       
  FMGOETZE.NS     | Price:  472.10 | Trend:   0.94% | Mom:  -4.09% | Risk: LOW       
  VIMTALABS.NS    | Price:  629.65 | Trend:   6.48% | Mom:  -3.32% | Risk: LOW       
  ALPEXSOLAR.NS   | Price:  815.80 | Trend:  -4.55% | Mom:   1.47% | Risk: LOW       
  PRAKASH.NS      | Price:  128.60 | Trend:  -2.65% | Mom:  -0.10% | Risk: LOW       
  TATVA.NS        | Price: 1616.40 | Trend:   8.95% | Mom:  -5.96% | Risk: LOW       
  IOLCP.NS        | Price:  169.52 | Trend:  11.71% | Mom:   0.99% | Risk: LOW       
  CARRARO.NS      | Price:  531.40 | Trend:  -1.87% | Mom:   5.85% | Risk: LOW       
  HONDAPOWER.NS   | Price: 2068.30 | Trend:  -2.20% | Mom:  -0.11% | Risk: LOW       
  SAKSOFT.NS      | Price:  163.52 | Trend:  -2.01% | Mom:  -0.93% | Risk: LOW       
  HIRECT.NS       | Price: 1273.70 | Trend:   5.26% | Mom:  -2.79% | Risk: LOW       
  SOTL.NS         | Price:  677.30 | Trend:  10.91% | Mom:  -9.81% | Risk: LOW       
  RELTD.NS        | Price:  167.63 | Trend:   0.08% | Mom:   0.20% | Risk: LOW       
  UTKARSHBNK.NS   | Price:   14.43 | Trend:  -0.21% | Mom:   1.69% | Risk: LOW       
  HMT.NS          | Price:   60.79 | Trend:  -3.19% | Mom:   0.80% | Risk: LOW       
  JAYKAY.NS       | Price:  154.96 | Trend:  -7.26% | Mom:   4.10% | Risk: LOW       
  INDOCO.NS       | Price:  226.29 | Trend:  -3.26% | Mom:   2.06% | Risk: LOW       
  TAJGVK.NS       | Price:  350.40 | Trend:  -0.21% | Mom:  -2.79% | Risk: LOW       
  SIRCA.NS        | Price:  451.20 | Trend:   9.24% | Mom:   0.29% | Risk: LOW       
  KRSNAA.NS       | Price:  561.65 | Trend:   2.53% | Mom:   0.14% | Risk: LOW       
  SDBL.NS         | Price:   73.74 | Trend:   2.68% | Mom:   0.56% | Risk: LOW       
  TCIEXP.NS       | Price:  550.95 | Trend:   0.58% | Mom:  -0.66% | Risk: LOW       
  KCP.NS          | Price:  163.83 | Trend:   0.18% | Mom:   6.07% | Risk: LOW       
  XPROINDIA.NS    | Price: 1142.00 | Trend: -12.75% | Mom:   3.93% | Risk: LOW       
  ADFFOODS.NS     | Price:  267.60 | Trend:  -8.36% | Mom:   3.04% | Risk: LOW       
  PANACEABIO.NS   | Price:  411.10 | Trend: -15.37% | Mom:  -0.46% | Risk: LOW       
  DIAMONDYD.NS    | Price: 1179.30 | Trend:   1.70% | Mom:  -3.92% | Risk: LOW       
  CAPACITE.NS     | Price:  214.54 | Trend:  -6.38% | Mom:   0.92% | Risk: LOW       
  ROSSTECH.NS     | Price: 1074.20 | Trend:   6.15% | Mom:  -1.69% | Risk: LOW       
  FILATEX.NS      | Price:   83.06 | Trend:  22.35% | Mom:  -0.32% | Risk: LOW       
  JINDALPOLY.NS   | Price:  637.60 | Trend:  -2.08% | Mom:   2.84% | Risk: LOW       
  MONARCH.NS      | Price:  385.45 | Trend:   5.72% | Mom:  -1.08% | Risk: LOW       
  BAJEL.NS        | Price:  191.78 | Trend:   2.21% | Mom:   0.00% | Risk: LOW       
  LANDMARK.NS     | Price:  504.95 | Trend:   3.36% | Mom:  -5.63% | Risk: LOW       
  RML.NS          | Price: 1101.00 | Trend:  -2.02% | Mom:   4.49% | Risk: LOW       
  KICL.NS         | Price: 5382.50 | Trend:  -0.23% | Mom:  -4.50% | Risk: LOW       
  SPECTRUM.NS     | Price: 2121.80 | Trend:   1.78% | Mom: -13.07% | Risk: LOW       
  SIMPLEXINF.NS   | Price:  255.71 | Trend:   0.40% | Mom:   7.05% | Risk: LOW       
  SGFIN.NS        | Price:  687.15 | Trend:   5.75% | Mom:  -1.05% | Risk: LOW       
  STUDDS.NS       | Price:  450.15 | Trend:  -1.46% | Mom:   2.60% | Risk: LOW       
  SASKEN.NS       | Price: 1949.00 | Trend:  -3.75% | Mom:   1.48% | Risk: LOW       
  HINDOILEXP.NS   | Price:  156.20 | Trend:  -1.74% | Mom:   0.30% | Risk: LOW       
  STOVEKRAFT.NS   | Price:  775.45 | Trend:   1.23% | Mom:  -2.77% | Risk: LOW       
  RPTECH.NS       | Price:  876.90 | Trend:  10.99% | Mom:  -1.76% | Risk: LOW       
  ACCELYA.NS      | Price: 1138.60 | Trend:   0.88% | Mom:  -0.44% | Risk: LOW       
  VENKEYS.NS      | Price: 1507.40 | Trend:   1.65% | Mom:  -4.19% | Risk: LOW       
  DOLLAR.NS       | Price:  273.20 | Trend:   3.23% | Mom:  -2.25% | Risk: LOW       
  INDIANHUME.NS   | Price:  392.55 | Trend:   7.95% | Mom:   0.11% | Risk: LOW       
  THEJO.NS        | Price: 2057.80 | Trend:   6.25% | Mom:  -7.25% | Risk: LOW       
  SHRINGARMS.NS   | Price:  230.52 | Trend:   3.14% | Mom:  -1.21% | Risk: LOW       
  VERANDA.NS      | Price:  259.25 | Trend:   7.42% | Mom:   0.50% | Risk: LOW       
  RAJRATAN.NS     | Price:  501.75 | Trend:   3.69% | Mom:  -4.43% | Risk: LOW       
  EXICOM.NS       | Price:  159.87 | Trend:  -1.63% | Mom:   0.61% | Risk: LOW       
  INDNIPPON.NS    | Price: 1105.70 | Trend:   1.32% | Mom:  -5.17% | Risk: LOW       
  MUKANDLTD.NS    | Price:  137.21 | Trend:   1.54% | Mom:  -4.20% | Risk: LOW       
  GTLINFRA.NS     | Price:    1.23 | Trend:  -6.05% | Mom:  -0.81% | Risk: LOW       
  NIBE.NS         | Price: 1490.80 | Trend:  -3.46% | Mom:   5.06% | Risk: LOW       
  SPIC.NS         | Price:   68.16 | Trend:   0.40% | Mom:   0.53% | Risk: LOW       
  ASALCBR.NS      | Price:  726.45 | Trend:  -9.18% | Mom:  -0.88% | Risk: LOW       
  PANAMAPET.NS    | Price:  485.20 | Trend:   8.00% | Mom:  -3.28% | Risk: LOW       
  WENDT.NS        | Price: 8182.50 | Trend:   3.25% | Mom:   0.39% | Risk: LOW       
  RMDRIP.NS       | Price:   18.37 | Trend:  -2.39% | Mom:   1.32% | Risk: LOW       
  DEEDEV.NS       | Price:  646.10 | Trend:  -3.71% | Mom:   2.60% | Risk: LOW       
  BETA.NS         | Price: 2327.70 | Trend:   3.32% | Mom:  -1.94% | Risk: LOW       
  TALBROAUTO.NS   | Price:  413.40 | Trend:   2.27% | Mom:  -5.91% | Risk: LOW       
  IFGLEXPOR.NS    | Price:  211.77 | Trend:   2.36% | Mom:  -6.75% | Risk: LOW       
  SPMLINFRA.NS    | Price:  192.94 | Trend:  -1.43% | Mom:   1.58% | Risk: LOW       
  HUHTAMAKI.NS    | Price:  273.85 | Trend:  11.92% | Mom:  -0.40% | Risk: LOW       
  SESHAPAPER.NS   | Price:  228.84 | Trend:   0.77% | Mom:  -0.16% | Risk: LOW       
  DEN.NS          | Price:   28.17 | Trend:  -1.68% | Mom:   3.11% | Risk: LOW       
  ARMANFIN.NS     | Price: 1966.70 | Trend:   5.77% | Mom:  -3.21% | Risk: LOW       
  JNKINDIA.NS     | Price:  454.35 | Trend:  -3.09% | Mom:  12.74% | Risk: LOW       
  TINNARUBR.NS    | Price: 1034.90 | Trend:   1.65% | Mom:  -6.61% | Risk: LOW       
  IKIO.NS         | Price:  191.66 | Trend:  -0.12% | Mom:  -6.07% | Risk: LOW       
