NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-27 19:27:34

BUY SIGNALS (1061):
  BAJFINANCE.NS   | Price:  930.20 | Entry:   911.6 | Target: 1043.47 | Risk: LOW       
  DPWIRES.NS      | Price:  191.31 | Entry:  187.48 | Target:  236.02 | Risk: LOW       
  APOLSINHOT.NS   | Price: 1201.60 | Entry: 1177.57 | Target: 1426.89 | Risk: LOW       
  BYKE.NS         | Price:   36.48 | Entry:   35.75 | Target:   45.29 | Risk: LOW       
  ATLANTAA.NS     | Price:   42.55 | Entry:    41.7 | Target:   57.79 | Risk: LOW       
  SINTERCOM.NS    | Price:   80.14 | Entry:   78.54 | Target:  102.51 | Risk: LOW       
  GOLDTECH.NS     | Price:   45.61 | Entry:    44.7 | Target:   60.45 | Risk: LOW       
  HITECHCORP.NS   | Price:  200.16 | Entry:  196.16 | Target:  266.35 | Risk: LOW       
  NATHBIOGEN.NS   | Price:  171.11 | Entry:  167.69 | Target:  207.35 | Risk: LOW       
  VMSTMT.NS       | Price:   48.28 | Entry:   47.31 | Target:   58.34 | Risk: LOW       
  SHERA.NS        | Price:  167.20 | Entry:  163.86 | Target:  219.20 | Risk: LOW       
  VIPCLOTHNG.NS   | Price:   25.94 | Entry:   25.42 | Target:   33.42 | Risk: LOW       
  AUTOIND.NS      | Price:   82.63 | Entry:   80.98 | Target:  113.71 | Risk: LOW       
  AFIL.NS         | Price:    9.42 | Entry:    9.23 | Target:   11.64 | Risk: LOW       
  SHEMAROO.NS     | Price:  102.55 | Entry:   100.5 | Target:  131.85 | Risk: LOW       
  OMFREIGHT.NS    | Price:   87.32 | Entry:   85.57 | Target:  114.91 | Risk: LOW       
  KRISHCA.NS      | Price:  183.85 | Entry:  180.17 | Target:  231.35 | Risk: LOW       
  SUNDRMBRAK.NS   | Price:  726.40 | Entry:  711.87 | Target:  944.44 | Risk: LOW       
  AIRAN.NS        | Price:   17.01 | Entry:   16.67 | Target:   21.55 | Risk: LOW       
  DJML.NS         | Price:  102.86 | Entry:   100.8 | Target:  123.59 | Risk: LOW       
  ELGIRUBCO.NS    | Price:   50.77 | Entry:   49.75 | Target:   66.65 | Risk: LOW       
  UFO.NS          | Price:   73.86 | Entry:   72.38 | Target:   91.16 | Risk: LOW       
  UYFINCORP.NS    | Price:   14.84 | Entry:   14.54 | Target:   18.66 | Risk: LOW       
  UNIVASTU.NS     | Price:   72.42 | Entry:   70.97 | Target:   86.89 | Risk: LOW       
  KOTYARK.NS      | Price:  433.05 | Entry:  424.39 | Target:  531.41 | Risk: LOW       
  ZEELEARN.NS     | Price:    6.08 | Entry:    5.96 | Target:    7.90 | Risk: LOW       
  NDLVENTURE.NS   | Price:  130.82 | Entry:   128.2 | Target:  158.85 | Risk: LOW       
  RVTH.NS         | Price:  823.45 | Entry:  806.98 | Target: 1087.88 | Risk: LOW       
  PRITIKAUTO.NS   | Price:   13.87 | Entry:   13.59 | Target:   18.06 | Risk: LOW       
  VIRINCHI.NS     | Price:   17.60 | Entry:   17.25 | Target:   21.78 | Risk: LOW       
  KAMOPAINTS.NS   | Price:    5.64 | Entry:    5.53 | Target:    6.84 | Risk: LOW       
  TCL.NS          | Price:   96.40 | Entry:   94.47 | Target:  111.04 | Risk: LOW       
  ANLON.NS        | Price:  644.70 | Entry:  631.81 | Target:  765.81 | Risk: LOW       
  COASTCORP.NS    | Price:   61.12 | Entry:    59.9 | Target:   80.08 | Risk: LOW       
  AHLEAST.NS      | Price:  165.31 | Entry:   162.0 | Target:  196.99 | Risk: LOW       
  DRCSYSTEMS.NS   | Price:   15.29 | Entry:   14.98 | Target:   18.92 | Risk: LOW       
  OMAXAUTO.NS     | Price:  239.17 | Entry:  234.39 | Target:  301.71 | Risk: LOW       
  MURUDCERA.NS    | Price:   33.15 | Entry:   32.49 | Target:   40.40 | Risk: LOW       
  ATALREAL.NS     | Price:   29.98 | Entry:   29.38 | Target:   35.40 | Risk: LOW       
  NAVKARURB.NS    | Price:    0.89 | Entry:    0.87 | Target:    1.10 | Risk: LOW       
  CORDSCABLE.NS   | Price:  229.54 | Entry:  224.95 | Target:  298.09 | Risk: LOW       
  TRIGYN.NS       | Price:   61.48 | Entry:   60.25 | Target:   76.33 | Risk: LOW       
  MHLXMIRU.NS     | Price:  180.20 | Entry:   176.6 | Target:  225.34 | Risk: LOW       
  BASML.NS        | Price:   25.33 | Entry:   24.82 | Target:   30.97 | Risk: LOW       
  KRITIKA.NS      | Price:    6.27 | Entry:    6.14 | Target:    7.62 | Risk: LOW       
  VETO.NS         | Price:  112.30 | Entry:  110.05 | Target:  132.63 | Risk: LOW       
  GOLDSTAR.NS     | Price:    7.40 | Entry:    7.25 | Target:    8.11 | Risk: LOW       
  SETCO.NS        | Price:   26.98 | Entry:   26.44 | Target:   29.50 | Risk: LOW       
  KAVDEFENCE.NS   | Price:   66.76 | Entry:   65.42 | Target:   83.61 | Risk: LOW       
  SADBHAV.NS      | Price:    9.64 | Entry:    9.45 | Target:   11.29 | Risk: LOW       
  PROPEQUITY.NS   | Price:  250.00 | Entry:   245.0 | Target:  325.27 | Risk: LOW       
  JMA.NS          | Price:   89.36 | Entry:   87.57 | Target:  108.92 | Risk: LOW       
  INCREDIBLE.NS   | Price:   36.97 | Entry:   36.23 | Target:   48.14 | Risk: LOW       
  TIPSFILMS.NS    | Price:  368.60 | Entry:  361.23 | Target:  463.81 | Risk: LOW       
  EMMBI.NS        | Price:   84.43 | Entry:   82.74 | Target:  104.00 | Risk: LOW       
  ESSENTIA.NS     | Price:    1.60 | Entry:    1.57 | Target:    2.19 | Risk: LOW       
  DENEERS.NS      | Price:  226.90 | Entry:  222.36 | Target:  300.85 | Risk: LOW       
  ALPA.NS         | Price:   70.68 | Entry:   69.27 | Target:   84.72 | Risk: LOW       
  MANAKALUCO.NS   | Price:   34.75 | Entry:   34.05 | Target:   45.96 | Risk: LOW       
  DCM.NS          | Price:   92.05 | Entry:   90.21 | Target:  113.91 | Risk: LOW       
  CPS.NS          | Price: 1000.00 | Entry:   980.0 | Target: 1101.39 | Risk: LOW       
  SHRITECH.NS     | Price:   68.35 | Entry:   66.98 | Target:   83.90 | Risk: LOW       
  LAL.NS          | Price:    7.15 | Entry:    7.01 | Target:    8.94 | Risk: LOW       
  SONAMLTD.NS     | Price:   56.28 | Entry:   55.15 | Target:   70.35 | Risk: LOW       
  VISHWARAJ.NS    | Price:    5.67 | Entry:    5.56 | Target:    7.15 | Risk: LOW       
  INDTERRAIN.NS   | Price:   32.34 | Entry:   31.69 | Target:   40.04 | Risk: LOW       
  AARVI.NS        | Price:  138.61 | Entry:  135.84 | Target:  163.31 | Risk: LOW       
  DYNAMIC.NS      | Price:  143.00 | Entry:  140.14 | Target:  186.79 | Risk: LOW       
  IVP.NS          | Price:  175.79 | Entry:  172.27 | Target:  232.14 | Risk: LOW       
  MAHESHWARI.NS   | Price:   54.35 | Entry:   53.26 | Target:   64.86 | Risk: LOW       
  DUCON.NS        | Price:    3.52 | Entry:    3.45 | Target:    4.32 | Risk: LOW       
  SIGIND.NS       | Price:   50.96 | Entry:   49.94 | Target:   62.84 | Risk: LOW       
  DOLLEX.NS       | Price:   31.35 | Entry:   30.72 | Target:   35.78 | Risk: LOW       
  TEXMOPIPES.NS   | Price:   45.10 | Entry:    44.2 | Target:   55.41 | Risk: LOW       
  KHFM.NS         | Price:   60.65 | Entry:   59.44 | Target:   78.53 | Risk: LOW       
  ISFT.NS         | Price:   85.73 | Entry:   84.02 | Target:  109.03 | Risk: LOW       
  MUKTAARTS.NS    | Price:   64.62 | Entry:   63.33 | Target:   83.28 | Risk: LOW       
  GLOBALPET.NS    | Price:  153.95 | Entry:  150.87 | Target:  188.16 | Risk: LOW       
  USASEEDS.NS     | Price:  104.90 | Entry:   102.8 | Target:  110.22 | Risk: LOW       
  INDIANCARD.NS   | Price:  227.92 | Entry:  223.36 | Target:  277.39 | Risk: LOW       
  MDL.NS          | Price:   52.00 | Entry:   50.96 | Target:   66.07 | Risk: LOW       
  BHARATGEAR.NS   | Price:  118.55 | Entry:  116.18 | Target:  147.32 | Risk: LOW       
  KREBSBIO.NS     | Price:   64.90 | Entry:    63.6 | Target:   77.06 | Risk: LOW       
  INDBANK.NS      | Price:   33.87 | Entry:   33.19 | Target:   39.06 | Risk: LOW       
  UMAEXPORTS.NS   | Price:   24.92 | Entry:   24.42 | Target:   32.35 | Risk: LOW       
  SHEETAL.NS      | Price:  293.00 | Entry:  287.14 | Target:  358.63 | Risk: LOW       
  HECPROJECT.NS   | Price:  129.47 | Entry:  126.88 | Target:  173.39 | Risk: LOW       
  QUESTLAB.NS     | Price:  121.30 | Entry:  118.87 | Target:  155.64 | Risk: LOW       
  BTML.NS         | Price:    6.55 | Entry:    6.42 | Target:    8.49 | Risk: LOW       
  SAMBHAAV.NS     | Price:    7.19 | Entry:    7.05 | Target:    9.16 | Risk: LOW       
  SILGO.NS        | Price:   80.99 | Entry:   79.37 | Target:  105.29 | Risk: LOW       
  SMLT.NS         | Price:   74.31 | Entry:   72.82 | Target:   92.46 | Risk: LOW       
  GREENCHEF.NS    | Price:   60.65 | Entry:   59.44 | Target:   73.02 | Risk: LOW       
  SMARTLINK.NS    | Price:  159.77 | Entry:  156.57 | Target:  223.92 | Risk: LOW       
  JOCIL.NS        | Price:  145.94 | Entry:  143.02 | Target:  181.18 | Risk: LOW       
  BALPHARMA.NS    | Price:   92.32 | Entry:   90.47 | Target:  117.50 | Risk: LOW       
  SHIGAN.NS       | Price:   79.25 | Entry:   77.66 | Target:   94.07 | Risk: LOW       
  RAJSREESUG.NS   | Price:   34.98 | Entry:   34.28 | Target:   44.47 | Risk: LOW       
  BAGFILMS.NS     | Price:    5.04 | Entry:    4.94 | Target:    6.34 | Risk: LOW       
  SHAHALLOYS.NS   | Price:   69.43 | Entry:   68.04 | Target:   88.02 | Risk: LOW       
  DELAPLEX.NS     | Price:  128.00 | Entry:  125.44 | Target:  159.00 | Risk: LOW       
  ARTNIRMAN.NS    | Price:   42.60 | Entry:   41.75 | Target:   54.22 | Risk: LOW       
  SSFL.NS         | Price:  161.55 | Entry:  158.32 | Target:  210.10 | Risk: LOW       
  DCG.NS          | Price:   69.35 | Entry:   67.96 | Target:   87.76 | Risk: LOW       
  RELIABLE.NS     | Price:  135.36 | Entry:  132.65 | Target:  173.83 | Risk: LOW       
  CRAYONS.NS      | Price:   35.20 | Entry:    34.5 | Target:   43.27 | Risk: LOW       
  DTL.NS          | Price:  135.00 | Entry:   132.3 | Target:  175.71 | Risk: LOW       
  RELCHEMQ.NS     | Price:  122.94 | Entry:  120.48 | Target:  159.39 | Risk: LOW       
  HILTON.NS       | Price:   22.44 | Entry:   21.99 | Target:   27.80 | Risk: LOW       
  PALASHSECU.NS   | Price:   98.76 | Entry:   96.78 | Target:  121.56 | Risk: LOW       
  ROCKINGDCE.NS   | Price:  217.45 | Entry:   213.1 | Target:  276.43 | Risk: LOW       
  TOKYOPLAST.NS   | Price:   85.50 | Entry:   83.79 | Target:  102.92 | Risk: LOW       
  HOACFOODS.NS    | Price:  564.40 | Entry:  553.11 | Target:  708.42 | Risk: LOW       
  ZENITHSTL.NS    | Price:    6.25 | Entry:    6.12 | Target:    7.88 | Risk: LOW       
  ZENITHDRUG.NS   | Price:   46.45 | Entry:   45.52 | Target:   56.75 | Risk: LOW       
  KEL.NS          | Price:   94.00 | Entry:   92.12 | Target:  111.43 | Risk: LOW       
  CAPTRUST.NS     | Price:   13.87 | Entry:   13.59 | Target:   16.59 | Risk: LOW       
  PARAGON.NS      | Price:   46.95 | Entry:   46.01 | Target:   62.08 | Risk: LOW       
  ROXHITECH.NS    | Price:   34.75 | Entry:   34.05 | Target:   40.68 | Risk: LOW       
  PATINTLOG.NS    | Price:   13.41 | Entry:   13.14 | Target:   16.73 | Risk: LOW       
  ACCURACY.NS     | Price:    5.86 | Entry:    5.74 | Target:    7.20 | Risk: LOW       
  MOTOGENFIN.NS   | Price:   26.97 | Entry:   26.43 | Target:   35.55 | Risk: LOW       
  JHS.NS          | Price:    9.08 | Entry:     8.9 | Target:   11.48 | Risk: LOW       
  ENERGYDEV.NS    | Price:   17.17 | Entry:   16.83 | Target:   21.30 | Risk: LOW       
  AAKASH.NS       | Price:    8.88 | Entry:     8.7 | Target:   10.61 | Risk: LOW       
  KANDARP.NS      | Price:  157.00 | Entry:  153.86 | Target:  194.11 | Risk: LOW       
  FONEBOX.NS      | Price:   99.20 | Entry:   97.22 | Target:  121.93 | Risk: LOW       
  SONAMAC.NS      | Price:   37.80 | Entry:   37.04 | Target:   45.23 | Risk: LOW       
  PRAKASHSTL.NS   | Price:    4.51 | Entry:    4.42 | Target:    5.55 | Risk: LOW       
  DBSTOCKBRO.NS   | Price:   32.64 | Entry:   31.99 | Target:   40.13 | Risk: LOW       
  ALKALI.NS       | Price:   74.55 | Entry:   73.06 | Target:   91.08 | Risk: LOW       
  PARTYCRUS.NS    | Price:  103.25 | Entry:  101.19 | Target:  133.23 | Risk: LOW       
  BANKA.NS        | Price:   85.31 | Entry:    83.6 | Target:   93.80 | Risk: LOW       
  NAGREEKEXP.NS   | Price:   27.79 | Entry:   27.23 | Target:   36.13 | Risk: LOW       
  HGM.NS          | Price:   61.41 | Entry:   60.18 | Target:   81.53 | Risk: LOW       
  ONDOOR.NS       | Price:  178.90 | Entry:  175.32 | Target:  222.19 | Risk: LOW       
  TFL.NS          | Price:   12.45 | Entry:    12.2 | Target:   16.63 | Risk: LOW       
  ARABIAN.NS      | Price:   72.00 | Entry:   70.56 | Target:   81.09 | Risk: LOW       
  AGROPHOS.NS     | Price:   34.69 | Entry:    34.0 | Target:   43.65 | Risk: LOW       
  DAMODARIND.NS   | Price:   30.60 | Entry:   29.99 | Target:   40.11 | Risk: LOW       
  K2INFRA.NS      | Price:   58.95 | Entry:   57.77 | Target:   78.68 | Risk: LOW       
  NOIDATOLL.NS    | Price:    6.48 | Entry:    6.35 | Target:    8.98 | Risk: LOW       
  ROML.NS         | Price:   46.49 | Entry:   45.56 | Target:   57.45 | Risk: LOW       
  SHEKHAWATI.NS   | Price:   15.57 | Entry:   15.26 | Target:   19.70 | Risk: LOW       
  FMNL.NS         | Price:   10.65 | Entry:   10.44 | Target:   15.01 | Risk: LOW       
  ASLIND.NS       | Price:  144.45 | Entry:  141.56 | Target:  157.52 | Risk: LOW       
  NORBTEAEXP.NS   | Price:   83.87 | Entry:   82.19 | Target:  108.23 | Risk: LOW       
  LRRPL.NS        | Price:   92.00 | Entry:   90.16 | Target:  108.70 | Risk: LOW       
  BALKRISHNA.NS   | Price:   18.83 | Entry:   18.45 | Target:   23.46 | Risk: LOW       
  JAIPURKURT.NS   | Price:   33.20 | Entry:   32.54 | Target:   41.57 | Risk: LOW       
  RILINFRA.NS     | Price:   34.85 | Entry:   34.15 | Target:   41.46 | Risk: LOW       
  DURLAX.NS       | Price:   62.35 | Entry:    61.1 | Target:   74.17 | Risk: LOW       
  JETFREIGHT.NS   | Price:   20.40 | Entry:   19.99 | Target:   26.63 | Risk: LOW       
  GSS.NS          | Price:   14.01 | Entry:   13.73 | Target:   17.54 | Risk: LOW       
  BIOFILCHEM.NS   | Price:   36.92 | Entry:   36.18 | Target:   46.06 | Risk: LOW       
  DHANLAXMI.NS    | Price:   33.50 | Entry:   32.83 | Target:   47.27 | Risk: LOW       
  ARCHIES.NS      | Price:   14.94 | Entry:   14.64 | Target:   19.49 | Risk: LOW       
  RKDL.NS         | Price:   21.96 | Entry:   21.52 | Target:   27.45 | Risk: LOW       
  PALREDTEC.NS    | Price:   45.36 | Entry:   44.45 | Target:   57.53 | Risk: LOW       
  MANUGRAPH.NS    | Price:   15.74 | Entry:   15.43 | Target:   20.88 | Risk: LOW       
  SHIVAMILLS.NS   | Price:   67.40 | Entry:   66.05 | Target:   88.15 | Risk: LOW       
  UWCSL.NS        | Price:   97.80 | Entry:   95.84 | Target:  107.69 | Risk: LOW       
  BABAFP.NS       | Price:   26.90 | Entry:   26.36 | Target:   31.22 | Risk: LOW       
  RCDL.NS         | Price:   28.00 | Entry:   27.44 | Target:   33.52 | Risk: LOW       
  LASA.NS         | Price:    8.22 | Entry:    8.06 | Target:   10.78 | Risk: LOW       
  UCL.NS          | Price:  155.75 | Entry:  152.63 | Target:  167.27 | Risk: LOW       
  SAGARDEEP.NS    | Price:   26.02 | Entry:    25.5 | Target:   32.58 | Risk: LOW       
  NGIL.NS         | Price:   40.25 | Entry:   39.45 | Target:   49.15 | Risk: LOW       
  ADL.NS          | Price:   77.61 | Entry:   76.06 | Target:  104.38 | Risk: LOW       
  ABMINTLLTD.NS   | Price:   46.00 | Entry:   45.08 | Target:   57.02 | Risk: LOW       
  AKASH.NS        | Price:   27.32 | Entry:   26.77 | Target:   32.88 | Risk: LOW       
  DEEM.NS         | Price:   39.90 | Entry:    39.1 | Target:   46.33 | Risk: LOW       
  KONTOR.NS       | Price:   79.75 | Entry:   78.16 | Target:  101.05 | Risk: LOW       
  KEEPLEARN.NS    | Price:    2.11 | Entry:    2.07 | Target:    3.12 | Risk: LOW       
  LAXMICOT.NS     | Price:   14.50 | Entry:   14.21 | Target:   18.45 | Risk: LOW       
  KHANDSE.NS      | Price:   18.23 | Entry:   17.87 | Target:   23.80 | Risk: LOW       
  INFOMEDIA.NS    | Price:    5.84 | Entry:    5.72 | Target:    8.82 | Risk: LOW       
  MITTAL.NS       | Price:    1.07 | Entry:    1.05 | Target:    1.42 | Risk: LOW       
  CELLPOINT.NS    | Price:   18.30 | Entry:   17.93 | Target:   22.05 | Risk: LOW       
  LIBAS.NS        | Price:   12.55 | Entry:    12.3 | Target:   15.60 | Risk: LOW       
  MORARJEE.NS     | Price:    8.58 | Entry:    8.41 | Target:   10.29 | Risk: LOW       
  AILIMITED.NS    | Price:   44.10 | Entry:   43.22 | Target:   45.74 | Risk: LOW       
  CYBERMEDIA.NS   | Price:   17.85 | Entry:   17.49 | Target:   24.55 | Risk: LOW       
  MANAV.NS        | Price:   44.45 | Entry:   43.56 | Target:   51.74 | Risk: LOW       
  TVVISION.NS     | Price:    5.35 | Entry:    5.24 | Target:    6.67 | Risk: LOW       
  SANGINITA.NS    | Price:   27.51 | Entry:   26.96 | Target:   31.02 | Risk: LOW       
  GUJRAFFIA.NS    | Price:   45.63 | Entry:   44.72 | Target:   59.49 | Risk: LOW       
  RETAIL.NS       | Price:   20.61 | Entry:    20.2 | Target:   27.25 | Risk: LOW       
  SANWARIA.NS     | Price:    0.24 | Entry:    0.24 | Target:    0.31 | Risk: LOW       
  VIVIDHA.NS      | Price:    0.57 | Entry:    0.56 | Target:    0.74 | Risk: LOW       
  DHTL.NS         | Price:   51.00 | Entry:   49.98 | Target:   54.11 | Risk: LOW       
  SILLYMONKS.NS   | Price:   16.80 | Entry:   16.46 | Target:   23.35 | Risk: LOW       
  RADAAN.NS       | Price:    3.15 | Entry:    3.09 | Target:    4.11 | Risk: LOW       
  VERITAAS.NS     | Price:   48.00 | Entry:   47.04 | Target:   50.96 | Risk: LOW       
  ONELIFECAP.NS   | Price:   27.66 | Entry:   27.11 | Target:   34.02 | Risk: LOW       
  IMPEXFERRO.NS   | Price:    1.86 | Entry:    1.82 | Target:    2.40 | Risk: LOW       
  QUADPRO.NS      | Price:    2.15 | Entry:    2.11 | Target:    2.44 | Risk: LOW       
  MTEDUCARE.NS    | Price:    1.60 | Entry:    1.57 | Target:    2.26 | Risk: LOW       
  VIVO.NS         | Price:   81.80 | Entry:   80.16 | Target:   93.69 | Risk: LOW       
  WINSOME.NS      | Price:    2.33 | Entry:    2.28 | Target:    2.58 | Risk: LOW       
  INDIFRA.NS      | Price:   14.15 | Entry:   13.87 | Target:   14.79 | Risk: LOW       
  PREMIER.NS      | Price:    2.98 | Entry:    2.92 | Target:    3.72 | Risk: LOW       
  ORTINGLOBE.NS   | Price:   15.54 | Entry:   15.23 | Target:   20.76 | Risk: LOW       
  SABAR.NS        | Price:    5.60 | Entry:    5.49 | Target:    5.85 | Risk: LOW       
  ACCORD.NS       | Price:   55.65 | Entry:   54.54 | Target:   60.65 | Risk: LOW       
  AMJUMBO.NS      | Price:   11.45 | Entry:   11.22 | Target:   11.65 | Risk: LOW       
  JALAN.NS        | Price:    2.00 | Entry:    1.96 | Target:    2.20 | Risk: LOW       
  QUINTEGRA.NS    | Price:    1.35 | Entry:    1.32 | Target:    1.42 | Risk: LOW       
  SANCO.NS        | Price:    3.61 | Entry:    3.54 | Target:    5.18 | Risk: LOW       
  CLCIND.NS       | Price:   30.14 | Entry:   29.54 | Target:   31.60 | Risk: LOW       
  MCX.NS          | Price: 3307.30 | Entry: 3241.15 | Target: 3875.51 | Risk: LOW       

HOLD SIGNALS (968):
  RELIANCE.NS     | Price: 1356.30 | Trend:  -1.29% | Mom:  -0.56% | Risk: LOW       
  HDFCBANK.NS     | Price:  778.90 | Trend:  -0.59% | Mom:   3.79% | Risk: LOW       
  BHARTIARTL.NS   | Price: 1846.90 | Trend:   0.40% | Mom:   5.13% | Risk: LOW       
  TCS.NS          | Price: 2276.20 | Trend:  -4.85% | Mom:   0.29% | Risk: LOW       
  ICICIBANK.NS    | Price: 1279.10 | Trend:   0.19% | Mom:   3.13% | Risk: LOW       
  SBIN.NS         | Price:  968.50 | Trend:  -5.33% | Mom:   1.17% | Risk: LOW       
  INFY.NS         | Price: 1167.70 | Trend:  -4.86% | Mom:   2.40% | Risk: LOW       
  HINDUNILVR.NS   | Price: 2209.40 | Trend:   0.29% | Mom:  -2.33% | Risk: LOW       
  ITC.NS          | Price:  293.65 | Trend:  -0.64% | Mom:   0.32% | Risk: LOW       
  MARUTI.NS       | Price: 13208.00 | Trend:   0.89% | Mom:   0.27% | Risk: LOW       
  HCLTECH.NS      | Price: 1161.90 | Trend:  -8.84% | Mom:   1.41% | Risk: LOW       
  SUNPHARMA.NS    | Price: 1840.80 | Trend:   3.73% | Mom:  -0.27% | Risk: LOW       
  ULTRACEMCO.NS   | Price: 11623.00 | Trend:   1.28% | Mom:   0.93% | Risk: LOW       
  TITAN.NS        | Price: 4105.90 | Trend:  -3.25% | Mom:   1.25% | Risk: LOW       
  NTPC.NS         | Price:  389.70 | Trend:   0.37% | Mom:  -0.76% | Risk: LOW       
  HAL.NS          | Price: 4427.70 | Trend:   5.56% | Mom:  -3.17% | Risk: LOW       
