NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-05-11 19:21:45

BUY SIGNALS (230):
  JSWINFRA.NS     | Price:  287.35 | Entry:   281.6 | Target:  328.35 | Risk: LOW       
  JUNIPER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HGINFRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICRA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUBROS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AXISCADES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRAMC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RALLIS.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOKEX.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MTARTECH.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GULFOILLUB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CHEMPLASTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASHAPURMIN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWSOLAR.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHARDAMOTR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PICCADIL.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIAGLYCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MANINFRA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VIPIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ELECTCAST.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TIIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PILANIINVS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SMARTWORKS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IMFA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUPRIYA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARAS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GHCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMUDHRA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MASFIN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TEXRAIL.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SKIPPER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAJESHEXPO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STLTECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SENCO.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FISCHER.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STYL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KSCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ICIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHOPERSTOP.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIGOPNTS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FIEMIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RESPONIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LXCHEM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CRIZAC.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AGI.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAPILLARY.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KNRCON.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNIMECH.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GMMPFAUDLR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ASHOKA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DYNAMATECH.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  E2E.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOKULAGRO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FEDFINA.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  OPTIEMUS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KINGFA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRN.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DATAMATICS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WEBELSOLAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EMIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PTC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROUTE.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ITDC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RSYSTEMS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZAGGLE.NS       | Price:  252.09 | Trend:   7.78% | Mom:  -1.63% | Risk: LOW       
  GAEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIANA.NS       | Price: 2001.75 | Trend:   5.00% | Mom:  -3.45% | Risk: LOW       
  SIS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PDSL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HCC.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VRLLOG.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ENTERO.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNFLAG.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SWARAJENG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JSFB.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JKIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CARERATING.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MIDWESTLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ANUP.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GREAVESCOT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUVEN.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LGBBROSLTD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SKYGOLD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  REFEX.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TARC.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DBCORP.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INNOVACAP.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NEPHROPLUS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALAMINES.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NACLIND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CIGNITITEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCBBANK.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SJS.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NFL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SPARC.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDIQUBE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BANARISUG.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHREEJISPG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHILCTECH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VSTTILLERS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDRAMEDCO.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PACEDIGITK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VSTIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAIN.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMHI.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEIDELBERG.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SGMART.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HERITGFOOD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STYRENIX.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIENTCEM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AARTIDRUGS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORIENTELEC.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOPAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHARATRAS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RBA.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LUMAXIND.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ZOTA.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EIEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HUBTOWN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KITEX.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SANATHAN.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NORTHARC.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JAMNAAUTO.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GUJALKALI.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DCAL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  AWFIS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MOSCHIP.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAMKY.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOLDIAM.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JTEKTINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HEMIPROP.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  63MOONS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRLOSIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHANTIGEAR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SINDHUTRAD.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BOROLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MARATHON.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CAMLINFINE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UFLEX.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VAIBHAVGBL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UEL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RPGLIFE.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  RAYMOND.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ORCHPHARMA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  LUXIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MPSLTD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MCLOUD.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  TRUALT.NS       | Price:  475.80 | Trend:  12.33% | Mom:  -2.61% | Risk: LOW       
  AJMERA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOODLUCK.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VADILALIND.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EBGNG.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  QUESS.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WONDERLA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GREENPLY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NEOGEN.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INTERARCH.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRECWIRE.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KOLTEPATIL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JINDWORLD.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MBAPL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARSSBL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MEDIASSIST.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NPST.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CENTUM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HARSHA.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GOCOLORS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NSIL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GKENERGY.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOSTAR.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KSL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROLEXRINGS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ADVENZYMES.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SHAREINDIA.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GUFICBIO.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  UNICHEMLAB.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MSTCLTD.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ROSSARI.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  CYIENTDLM.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SUNCLAY.NS      | Price: 1433.90 | Trend:   5.73% | Mom:  -3.67% | Risk: LOW       
  RPEL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BALMLAWRIE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PRINCEPIPE.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JISLJALEQS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PITTIENG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FOSECOIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DPABHUSHAN.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SSWL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BHAGCHEM.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BAJAJCON.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  NAVNETEDUL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  INDOTHAI.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GREENPANEL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BBL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PROTEAN.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  VISHNU.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAMBHV.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  BOMDYEING.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARAGMILK.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SENORES.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HLEGLAS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HIKAL.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  FLAIR.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KIRIINDUS.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KKCL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAHLOG.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EPACK.NS        | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  ARKADE.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PSPPROJECT.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  STYLAMIND.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KRISHANA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PARKHOTELS.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GATEWAY.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  IMAGICAA.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  JASH.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GLOBUSSPR.NS    | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PAISALO.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DDEVPLSTIK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PATELENG.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  PENIND.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  WSTCSTPAPR.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  GANECOS.NS      | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  KDDL.NS         | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  MAITHANALL.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  POLYPLEX.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  DEEPINDS.NS     | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SAGCEM.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  SIYSIL.NS       | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  EUROPRATIK.NS   | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
  HPL.NS          | Price:     nan | Trend:   0.00% | Mom:    nan% | Risk: LOW       
