NIFTY50 WEEKLY TRADING ANALYSIS
Generated: 2026-08-21 02:57:57

BUY SIGNALS (706):
  TITAN.NS        | Price: 5068.00 | Entry: 4966.64 | Target: 5556.46 | Risk: LOW       
  TIINDIA.NS      | Price: 2961.00 | Trend:   0.33% | Mom:   6.27% | Risk: LOW       
  BDL.NS          | Price: 1317.00 | Trend:   0.39% | Mom:   1.39% | Risk: LOW       
  UPL.NS          | Price:  571.90 | Trend:  -3.08% | Mom:  -0.15% | Risk: LOW       
  IDFCFIRSTB.NS   | Price:   85.84 | Trend:   5.52% | Mom:   0.87% | Risk: LOW       
  MFSL.NS         | Price: 1546.10 | Trend:  -1.87% | Mom:   1.52% | Risk: LOW       
  SAIL.NS         | Price:  174.90 | Trend:   2.38% | Mom:  -1.04% | Risk: LOW       
  FEDERALBNK.NS   | Price:  355.30 | Trend:   5.11% | Mom:   0.84% | Risk: LOW       
  MPHASIS.NS      | Price: 2430.00 | Trend:   4.40% | Mom:   0.33% | Risk: LOW       
  KALYANKJIL.NS   | Price:  596.00 | Trend:  19.78% | Mom:  -0.33% | Risk: LOW       
  SUNDARMFIN.NS   | Price: 4485.10 | Trend:  -0.18% | Mom:  -6.16% | Risk: LOW       
  LAURUSLABS.NS   | Price: 1825.00 | Trend:  12.91% | Mom:  -0.27% | Risk: LOW       
  UBL.NS          | Price: 1354.80 | Trend:  -0.33% | Mom:  -3.41% | Risk: LOW       
  BALKRISIND.NS   | Price: 2366.40 | Trend:   6.16% | Mom:  -5.04% | Risk: LOW       
  COCHINSHIP.NS   | Price: 1489.00 | Trend:   2.72% | Mom:  -0.07% | Risk: LOW       
  PREMIERENE.NS   | Price: 1040.00 | Trend:  -0.72% | Mom:  -0.16% | Risk: LOW       
  HEXT.NS         | Price:  553.30 | Trend:   1.89% | Mom:  -3.03% | Risk: LOW       
  LTTS.NS         | Price: 3579.10 | Trend:   5.33% | Mom:   0.67% | Risk: LOW       
  MAHABANK.NS     | Price:   80.28 | Trend:  -3.94% | Mom:   2.70% | Risk: LOW       
  CONCOR.NS       | Price:  514.35 | Trend:   5.73% | Mom:  -0.39% | Risk: LOW       
  M&MFIN.NS       | Price:  389.60 | Trend:  14.71% | Mom:  -2.21% | Risk: LOW       
  ESCORTS.NS      | Price: 3092.10 | Trend:   4.58% | Mom:   0.36% | Risk: LOW       
  KAYNES.NS       | Price: 3815.00 | Trend:  11.41% | Mom:  -0.39% | Risk: LOW       
  THERMAX.NS      | Price: 4025.50 | Trend: -10.93% | Mom:  -0.97% | Risk: LOW       
  CRISIL.NS       | Price: 4499.40 | Trend:   6.50% | Mom:   0.53% | Risk: LOW       
  MEDANTA.NS      | Price: 1417.20 | Trend:   5.24% | Mom:   0.52% | Risk: LOW       
  AWL.NS          | Price:  188.64 | Trend:  -0.18% | Mom:  -4.43% | Risk: LOW       
  EXIDEIND.NS     | Price:  464.10 | Trend:   8.83% | Mom:  -0.62% | Risk: LOW       
  LICHSGFIN.NS    | Price:  498.05 | Trend:  -5.14% | Mom:   0.60% | Risk: LOW       
  APOLLOTYRE.NS   | Price:  429.30 | Trend:   0.16% | Mom:  -3.51% | Risk: LOW       
  GRSE.NS         | Price: 2617.80 | Trend:  -1.35% | Mom:   0.71% | Risk: LOW       
  IKS.NS          | Price: 1812.30 | Trend:   1.63% | Mom:  -3.48% | Risk: LOW       
  STARHEALTH.NS   | Price:  582.80 | Trend:   0.67% | Mom:  -0.90% | Risk: LOW       
  JBCHEPHARM.NS   | Price: 2408.90 | Trend:   6.42% | Mom:  -1.10% | Risk: LOW       
  AEGISLOG.NS     | Price: 1336.20 | Trend:   7.09% | Mom:  -4.56% | Risk: LOW       
  BANDHANBNK.NS   | Price:  174.16 | Trend:  -8.77% | Mom:   0.58% | Risk: LOW       
  EMCURE.NS       | Price: 1891.00 | Trend:   1.99% | Mom:  -3.47% | Risk: LOW       
  LALPATHLAB.NS   | Price: 1887.20 | Trend:   8.50% | Mom:   0.01% | Risk: LOW       
  NUVAMA.NS       | Price: 1727.90 | Trend:  -2.66% | Mom:   4.20% | Risk: LOW       
  SHYAMMETL.NS    | Price:  989.90 | Trend:   0.31% | Mom:  -3.60% | Risk: LOW       
  FSL.NS          | Price:  273.05 | Trend:   4.10% | Mom: -19.56% | Risk: LOW       
  EMAMILTD.NS     | Price:  400.60 | Trend:  -1.45% | Mom:  -0.43% | Risk: LOW       
  DEEPAKNTR.NS    | Price: 1750.40 | Trend:   5.06% | Mom:   0.00% | Risk: LOW       
  PFIZER.NS       | Price: 4920.00 | Trend:   6.32% | Mom:   0.41% | Risk: LOW       
  MANAPPURAM.NS   | Price:  349.25 | Trend:   3.79% | Mom:  -3.78% | Risk: LOW       
  TIMKEN.NS       | Price: 3231.80 | Trend:  -3.60% | Mom:  -0.00% | Risk: LOW       
  CESC.NS         | Price:  156.61 | Trend:  -2.24% | Mom:  -0.04% | Risk: LOW       
  KARURVYSYA.NS   | Price:  331.05 | Trend:   5.83% | Mom:  -1.95% | Risk: LOW       
  SAGILITY.NS     | Price:   42.64 | Trend:   2.39% | Mom:  -2.34% | Risk: LOW       
  REDINGTON.NS    | Price:  348.10 | Trend:  18.99% | Mom:  -0.76% | Risk: LOW       
  CREDITACC.NS    | Price: 1519.40 | Trend:   1.94% | Mom:  -0.54% | Risk: LOW       
  ATHERENERG.NS   | Price: 1449.60 | Trend:  17.40% | Mom:  -0.25% | Risk: LOW       
  ECLERX.NS       | Price: 1832.90 | Trend:  11.35% | Mom:  -4.43% | Risk: LOW       
  CASTROLIND.NS   | Price:  188.57 | Trend:   4.32% | Mom:   0.36% | Risk: LOW       
  BASF.NS         | Price: 3930.00 | Trend:   6.46% | Mom:  -2.64% | Risk: LOW       
  TENNIND.NS      | Price:  568.60 | Trend:   0.26% | Mom:  -0.34% | Risk: LOW       
  EIDPARRY.NS     | Price:  810.25 | Trend:   7.27% | Mom:  -1.57% | Risk: LOW       
  ATUL.NS         | Price: 6596.00 | Trend:   1.13% | Mom:  -2.91% | Risk: LOW       
  APLLTD.NS       | Price:  814.10 | Trend:   2.32% | Mom:  -2.44% | Risk: LOW       
  ARE&M.NS        | Price:  928.55 | Trend:   5.90% | Mom:  -1.10% | Risk: LOW       
  VINATIORGA.NS   | Price: 1330.50 | Trend:   0.24% | Mom:  -1.42% | Risk: LOW       
  MAHSCOOTER.NS   | Price: 13138.00 | Trend:   1.49% | Mom:  -4.91% | Risk: LOW       
  ZENSARTECH.NS   | Price:  477.85 | Trend:   0.06% | Mom:  -4.50% | Risk: LOW       
  CARBORUNIV.NS   | Price: 1087.20 | Trend:  -1.92% | Mom:   0.51% | Risk: LOW       
  RBLBANK.NS      | Price:  392.30 | Trend:   5.42% | Mom:   0.34% | Risk: LOW       
  PGEL.NS         | Price:  602.05 | Trend:   3.78% | Mom:  -1.26% | Risk: LOW       
  TRAVELFOOD.NS   | Price: 1321.70 | Trend:   0.07% | Mom:  -1.95% | Risk: LOW       
  GABRIEL.NS      | Price: 1438.60 | Trend:   9.57% | Mom:  -9.20% | Risk: LOW       
  CHOICEIN.NS     | Price:  800.45 | Trend:   3.25% | Mom:  -2.90% | Risk: LOW       
  SIGNATURE.NS    | Price:  801.00 | Trend:   0.86% | Mom:  -1.72% | Risk: LOW       
  TECHNOE.NS      | Price:  996.95 | Trend:  -3.78% | Mom:  -0.76% | Risk: LOW       
  GPIL.NS         | Price:  246.10 | Trend:  -2.93% | Mom:   0.32% | Risk: LOW       
  AFCONS.NS       | Price:  280.20 | Trend:  -5.09% | Mom:   0.52% | Risk: LOW       
  KIRLOSBROS.NS   | Price: 1918.20 | Trend:   1.07% | Mom:  -2.10% | Risk: LOW       
  AGARWALEYE.NS   | Price:  501.85 | Trend:   3.32% | Mom:  -3.68% | Risk: LOW       
  PARADEEP.NS     | Price:  148.64 | Trend:   5.25% | Mom:   0.34% | Risk: LOW       
  CEATLTD.NS      | Price: 3534.80 | Trend:  -0.30% | Mom:  -4.56% | Risk: LOW       
  RAINBOW.NS      | Price: 1461.80 | Trend:  -0.15% | Mom:  -8.56% | Risk: LOW       
  EMMVEE.NS       | Price:  325.60 | Trend:  -1.81% | Mom:  -0.78% | Risk: LOW       
  SPLPETRO.NS     | Price:  702.60 | Trend:  -1.88% | Mom:  -0.48% | Risk: LOW       
  BLUEDART.NS     | Price: 5067.00 | Trend:   2.00% | Mom:  -4.28% | Risk: LOW       
  KSB.NS          | Price:  802.50 | Trend:  -8.48% | Mom:   1.34% | Risk: LOW       
  PCBL.NS         | Price:  319.85 | Trend:   1.75% | Mom:  -1.52% | Risk: LOW       
  CEMPRO.NS       | Price: 1273.90 | Trend:  -5.82% | Mom:   2.26% | Risk: LOW       
  AAVAS.NS        | Price: 1372.80 | Trend:  -4.69% | Mom:  -0.21% | Risk: LOW       
  NEWGEN.NS       | Price:  527.35 | Trend:   3.76% | Mom:  -2.77% | Risk: LOW       
  ANURAS.NS       | Price: 1239.40 | Trend:  -0.65% | Mom:   2.18% | Risk: LOW       
  GRANULES.NS     | Price:  841.60 | Trend:   1.11% | Mom:   0.35% | Risk: LOW       
  HOMEFIRST.NS    | Price: 1184.40 | Trend:   0.89% | Mom:  -0.21% | Risk: LOW       
  USHAMART.NS     | Price:  495.65 | Trend:   0.33% | Mom:  -3.16% | Risk: LOW       
  VTL.NS          | Price:  596.15 | Trend:  -4.60% | Mom:  -0.31% | Risk: LOW       
  ELECON.NS       | Price:  451.70 | Trend:  -5.88% | Mom:   0.28% | Risk: LOW       
  EMBDL.NS        | Price:   62.29 | Trend:  -0.35% | Mom:   1.93% | Risk: LOW       
  RITES.NS        | Price:  218.44 | Trend:   0.71% | Mom:  -5.02% | Risk: LOW       
  BLUEJET.NS      | Price:  592.30 | Trend:   5.51% | Mom:   0.19% | Risk: LOW       
  SBFC.NS         | Price:   92.77 | Trend:   0.57% | Mom:  -0.88% | Risk: LOW       
  SHRIPISTON.NS   | Price: 4454.00 | Trend:   7.46% | Mom:   0.30% | Risk: LOW       
  ENGINERSIN.NS   | Price:  236.90 | Trend:  -0.29% | Mom:   5.34% | Risk: LOW       
  JUBLINGREA.NS   | Price:  708.40 | Trend:   2.14% | Mom:  -5.05% | Risk: LOW       
  CANFINHOME.NS   | Price:  817.65 | Trend:  -4.33% | Mom:   0.97% | Risk: LOW       
  BSOFT.NS        | Price:  309.00 | Trend:   2.93% | Mom:  -2.91% | Risk: LOW       
  GRAPHITE.NS     | Price:  717.05 | Trend:   9.86% | Mom:  -0.69% | Risk: LOW       
  INOXINDIA.NS    | Price: 1923.60 | Trend:  -0.10% | Mom:  -1.58% | Risk: LOW       
  SONATSOFTW.NS   | Price:  306.00 | Trend:   3.14% | Mom:  -7.46% | Risk: LOW       
  WESTLIFE.NS     | Price:  574.45 | Trend:  13.38% | Mom:  -2.07% | Risk: LOW       
  SHAILY.NS       | Price: 3350.00 | Trend:  12.11% | Mom:  -0.48% | Risk: LOW       
  TIMETECHNO.NS   | Price:  191.63 | Trend:   0.18% | Mom:  -7.34% | Risk: LOW       
  IIFLCAPS.NS     | Price:  334.05 | Trend:  -1.41% | Mom:  -0.39% | Risk: LOW       
  MMTC.NS         | Price:   66.27 | Trend:   0.35% | Mom:   3.47% | Risk: LOW       
  JLHL.NS         | Price:  320.55 | Trend:   6.97% | Mom:  -1.05% | Risk: LOW       
  MAPMYINDIA.NS   | Price: 1007.20 | Trend:   1.11% | Mom:  -5.93% | Risk: LOW       
  UJJIVANSFB.NS   | Price:   71.93 | Trend:  11.20% | Mom:  -0.17% | Risk: LOW       
  BLUESTONE.NS    | Price:  821.50 | Trend:  22.14% | Mom:  -0.35% | Risk: LOW       
  LLOYDSENT.NS    | Price:   78.57 | Trend:   2.36% | Mom:  -3.52% | Risk: LOW       
  BBOX.NS         | Price:  767.75 | Trend: -11.93% | Mom:   2.54% | Risk: LOW       
  LOTUSDEV.NS     | Price:  166.16 | Trend:   4.47% | Mom: -15.06% | Risk: LOW       
  SAREGAMA.NS     | Price:  508.50 | Trend:   3.23% | Mom:  -6.28% | Risk: LOW       
  PCJEWELLER.NS   | Price:    9.61 | Trend:   1.79% | Mom:  -0.72% | Risk: LOW       
  TANLA.NS        | Price:  572.80 | Trend:   2.23% | Mom:  -5.93% | Risk: LOW       
  PNGJL.NS        | Price:  603.45 | Trend:   1.51% | Mom:  -8.39% | Risk: LOW       
  CAMPUS.NS       | Price:  223.11 | Trend:  -1.61% | Mom:   1.88% | Risk: LOW       
  GMRP&UI.NS      | Price:   98.56 | Trend:  -0.58% | Mom:   0.75% | Risk: LOW       
  MAHLIFE.NS      | Price:  373.70 | Trend:   1.78% | Mom:  -6.00% | Risk: LOW       
  NETWORK18.NS    | Price:   30.59 | Trend:  -1.08% | Mom:   3.34% | Risk: LOW       
  GRWRHITECH.NS   | Price: 7080.50 | Trend:   3.13% | Mom:  -4.44% | Risk: LOW       
  KIRLPNU.NS      | Price:  736.70 | Trend: -11.81% | Mom:   1.06% | Risk: LOW       
  TRIVENI.NS      | Price:  300.05 | Trend: -16.08% | Mom:  30.16% | Risk: LOW       
  GSFC.NS         | Price:  160.61 | Trend:  -0.52% | Mom:  -1.00% | Risk: LOW       
  GARFIBRES.NS    | Price:  759.85 | Trend:   2.27% | Mom:  -1.90% | Risk: LOW       
  THANGAMAYL.NS   | Price: 5457.00 | Trend:  -6.91% | Mom:   6.08% | Risk: LOW       
  PRSMJOHNSN.NS   | Price:  110.27 | Trend:  -2.79% | Mom:   1.31% | Risk: LOW       
  AJAXENGG.NS     | Price:  566.90 | Trend:   0.44% | Mom:  -6.71% | Risk: LOW       
  TMB.NS          | Price:  869.70 | Trend:   8.06% | Mom:  -0.42% | Risk: LOW       
  ATLANTAELE.NS   | Price: 1688.60 | Trend:  -1.78% | Mom:   6.01% | Risk: LOW       
  V2RETAIL.NS     | Price:  220.27 | Trend:  -1.88% | Mom:   1.24% | Risk: LOW       
  MASTEK.NS       | Price: 1693.50 | Trend:  -0.45% | Mom:  -7.10% | Risk: LOW       
  PFOCUS.NS       | Price:  279.20 | Trend:   7.82% | Mom:  -6.84% | Risk: LOW       
  WELENT.NS       | Price:  579.80 | Trend:  -1.09% | Mom:  -0.74% | Risk: LOW       
  RATEGAIN.NS     | Price:  943.75 | Trend:   4.35% | Mom:  -0.13% | Risk: LOW       
  MIDHANI.NS      | Price:  420.50 | Trend:   0.19% | Mom:  -3.17% | Risk: LOW       
  YATHARTH.NS     | Price:  847.85 | Trend:   0.40% | Mom:  -2.65% | Risk: LOW       
  JUSTDIAL.NS     | Price:  660.45 | Trend:   5.11% | Mom:  -3.30% | Risk: LOW       
  THYROCARE.NS    | Price:  566.70 | Trend:   1.06% | Mom:  -5.24% | Risk: LOW       
  IFBIND.NS       | Price: 1398.40 | Trend:   5.55% | Mom:  -3.09% | Risk: LOW       
  PURVA.NS        | Price:  216.40 | Trend:  -0.37% | Mom:   3.34% | Risk: LOW       
  GREENLAM.NS     | Price:  254.70 | Trend:   0.30% | Mom:  -4.50% | Risk: LOW       
  SUPRAJIT.NS     | Price:  511.35 | Trend:   4.20% | Mom:  -3.07% | Risk: LOW       
  VMART.NS        | Price:  806.95 | Trend:   4.97% | Mom:  -0.01% | Risk: LOW       
  AXISCADES.NS    | Price: 1592.80 | Trend:  -4.17% | Mom:   0.16% | Risk: LOW       
  RALLIS.NS       | Price:  212.85 | Trend:  -4.78% | Mom:  -0.94% | Risk: LOW       
  GOKEX.NS        | Price:  799.90 | Trend:  -0.93% | Mom:   0.40% | Risk: LOW       
  GULFOILLUB.NS   | Price: 1153.70 | Trend:   8.18% | Mom:  -2.20% | Risk: LOW       
  PICCADIL.NS     | Price:  709.40 | Trend:   6.13% | Mom:  -4.93% | Risk: LOW       
  INDIAGLYCO.NS   | Price: 1106.30 | Trend:   4.01% | Mom:  -4.24% | Risk: LOW       
  MANINFRA.NS     | Price:  110.29 | Trend:   4.82% | Mom:  -0.11% | Risk: LOW       
  VIPIND.NS       | Price:  310.80 | Trend:   1.19% | Mom:   0.32% | Risk: LOW       
  ELECTCAST.NS    | Price:   71.89 | Trend:  -3.13% | Mom:   0.73% | Risk: LOW       
  IMFA.NS         | Price: 1457.90 | Trend:   4.71% | Mom:  -2.15% | Risk: LOW       
  GHCL.NS         | Price:  438.70 | Trend:   1.12% | Mom:   0.13% | Risk: LOW       
  BANSALWIRE.NS   | Price:  322.85 | Trend:   0.49% | Mom:   0.78% | Risk: LOW       
  LXCHEM.NS       | Price:  174.51 | Trend:   3.36% | Mom:  -2.87% | Risk: LOW       
  AGI.NS          | Price:  711.65 | Trend:   1.86% | Mom:  -0.98% | Risk: LOW       
  FEDFINA.NS      | Price:  149.80 | Trend:  -2.28% | Mom:   0.33% | Risk: LOW       
  OPTIEMUS.NS     | Price:  546.70 | Trend:   2.25% | Mom:  -7.41% | Risk: LOW       
  ITDC.NS         | Price:  683.00 | Trend:   1.87% | Mom:  -3.17% | Risk: LOW       
  SMLMAH.NS       | Price: 5159.50 | Trend:  15.85% | Mom:  -9.04% | Risk: LOW       
  SUNFLAG.NS      | Price:  358.15 | Trend:   1.12% | Mom:  -7.92% | Risk: LOW       
  SWARAJENG.NS    | Price: 3588.80 | Trend:  -3.23% | Mom:  -0.56% | Risk: LOW       
  JSFB.NS         | Price:  562.85 | Trend:  10.62% | Mom:   0.34% | Risk: LOW       
  CARERATING.NS   | Price: 1706.70 | Trend:   1.66% | Mom:  -2.42% | Risk: LOW       
  NIITMTS.NS      | Price:  231.46 | Trend:  -0.42% | Mom:  -3.64% | Risk: LOW       
  DBCORP.NS       | Price:  207.42 | Trend:   1.04% | Mom:  -1.32% | Risk: LOW       
  NEPHROPLUS.NS   | Price:  691.00 | Trend:   0.84% | Mom:  -2.66% | Risk: LOW       
  SJS.NS          | Price: 2508.00 | Trend:  10.42% | Mom:  -0.09% | Risk: LOW       
  SHREEJISPG.NS   | Price:  613.35 | Trend:   7.45% | Mom:  -8.90% | Risk: LOW       
  VSTTILLERS.NS   | Price: 4442.20 | Trend:  -1.56% | Mom:  -0.91% | Risk: LOW       
  INDRAMEDCO.NS   | Price:  376.80 | Trend:  -0.28% | Mom:   2.31% | Risk: LOW       
  RAIN.NS         | Price:  205.54 | Trend:   0.01% | Mom: -14.91% | Risk: LOW       
  AARTIDRUGS.NS   | Price:  408.45 | Trend:   2.64% | Mom:  -0.96% | Risk: LOW       
  ORIENTELEC.NS   | Price:  180.59 | Trend:   1.47% | Mom:   0.43% | Risk: LOW       
  GUJTHEM.NS      | Price:  369.25 | Trend:  -0.83% | Mom:   2.03% | Risk: LOW       
  LUMAXIND.NS     | Price: 5629.00 | Trend:   5.05% | Mom:  -1.99% | Risk: LOW       
  AVANTEL.NS      | Price:  162.96 | Trend:  -3.79% | Mom:  -0.90% | Risk: LOW       
  NORTHARC.NS     | Price:  292.60 | Trend:  -0.91% | Mom:   4.35% | Risk: LOW       
  GUJALKALI.NS    | Price:  664.45 | Trend:   3.49% | Mom:  -1.90% | Risk: LOW       
  RAMKY.NS        | Price:  391.00 | Trend:  -2.40% | Mom:  -0.64% | Risk: LOW       
  GOLDIAM.NS      | Price:  363.15 | Trend:   2.20% | Mom:  -3.46% | Risk: LOW       
  63MOONS.NS      | Price:  770.80 | Trend:   5.37% | Mom: -10.18% | Risk: LOW       
  UEL.NS          | Price:  190.76 | Trend:  20.15% | Mom: -22.30% | Risk: LOW       
  RPGLIFE.NS      | Price: 2667.70 | Trend:   3.14% | Mom:  -1.48% | Risk: LOW       
  JINDWORLD.NS    | Price:   35.10 | Trend:   5.19% | Mom:  -8.83% | Risk: LOW       
  GOCOLORS.NS     | Price:  330.15 | Trend:  -4.93% | Mom:   0.67% | Risk: LOW       
  NSIL.NS         | Price: 5518.50 | Trend:  -0.14% | Mom:  -1.38% | Risk: LOW       
  INDOSTAR.NS     | Price:  250.55 | Trend:  -1.16% | Mom:   7.21% | Risk: LOW       
  KSL.NS          | Price:  856.65 | Trend:  -0.09% | Mom:  -2.90% | Risk: LOW       
  SHAREINDIA.NS   | Price:  175.26 | Trend:   9.23% | Mom:  -1.02% | Risk: LOW       
  SUNCLAY.NS      | Price: 1281.10 | Trend:  -2.97% | Mom:   0.72% | Risk: LOW       
  DPABHUSHAN.NS   | Price: 1467.90 | Trend:  24.00% | Mom:  -1.83% | Risk: LOW       
  SSWL.NS         | Price:  315.85 | Trend:  18.02% | Mom:  -1.28% | Risk: LOW       
  NAVNETEDUL.NS   | Price:  133.88 | Trend:  -5.04% | Mom:   5.12% | Risk: LOW       
  BBL.NS          | Price: 2304.40 | Trend: -11.54% | Mom:  -0.68% | Risk: LOW       
  SWANDEF.NS      | Price: 2348.20 | Trend:   2.63% | Mom:  -7.97% | Risk: LOW       
  KKCL.NS         | Price:  517.95 | Trend:   3.70% | Mom:  -5.22% | Risk: LOW       
  MAHLOG.NS       | Price:  406.25 | Trend:   5.42% | Mom:  -1.75% | Risk: LOW       
  GATEWAY.NS      | Price:   54.43 | Trend:  -4.92% | Mom:  -0.50% | Risk: LOW       
  IMAGICAA.NS     | Price:   48.52 | Trend:   3.46% | Mom:  -2.20% | Risk: LOW       
  DDEVPLSTIK.NS   | Price:  280.20 | Trend:   1.44% | Mom:  -2.84% | Risk: LOW       
  PENIND.NS       | Price:  163.29 | Trend:  -0.07% | Mom:   0.39% | Risk: LOW       
  GANECOS.NS      | Price: 1065.90 | Trend:   1.46% | Mom:  -2.65% | Risk: LOW       
  MAITHANALL.NS   | Price:  978.00 | Trend:  -2.69% | Mom:   1.06% | Risk: LOW       
  SHK.NS          | Price:  158.54 | Trend:   9.51% | Mom:  -6.77% | Risk: LOW       
  PREMEXPLN.NS    | Price:  663.10 | Trend:  -5.01% | Mom:   0.34% | Risk: LOW       
  FMGOETZE.NS     | Price:  471.65 | Trend:   1.61% | Mom:  -3.10% | Risk: LOW       
  VIMTALABS.NS    | Price:  621.65 | Trend:   6.16% | Mom:  -5.35% | Risk: LOW       
  ALPEXSOLAR.NS   | Price:  857.55 | Trend:  -0.64% | Mom:   4.97% | Risk: LOW       
  PRAKASH.NS      | Price:  131.38 | Trend:  -1.36% | Mom:   4.03% | Risk: LOW       
  BCG.NS          | Price:    9.36 | Trend:  -4.22% | Mom:   1.30% | Risk: LOW       
  TATVA.NS        | Price: 1638.40 | Trend:  12.75% | Mom:  -5.35% | Risk: LOW       
  IOLCP.NS        | Price:  156.92 | Trend:   4.84% | Mom:  -3.97% | Risk: LOW       
  EVEREADY.NS     | Price:  357.15 | Trend:   1.33% | Mom:  -0.81% | Risk: LOW       
  HONDAPOWER.NS   | Price: 2082.40 | Trend:  -1.90% | Mom:   0.27% | Risk: LOW       
  SAKSOFT.NS      | Price:  164.37 | Trend:  -0.46% | Mom:  -7.24% | Risk: LOW       
  HIRECT.NS       | Price: 1263.80 | Trend:   5.48% | Mom:  -5.01% | Risk: LOW       
  SOTL.NS         | Price:  683.55 | Trend:  12.70% | Mom: -11.94% | Risk: LOW       
  NUCLEUS.NS      | Price:  727.80 | Trend:  -1.19% | Mom:   5.50% | Risk: LOW       
  AUTOAXLES.NS    | Price: 1759.70 | Trend:  -0.44% | Mom:  -9.26% | Risk: LOW       
  HMT.NS          | Price:   61.37 | Trend:  -1.35% | Mom:   2.22% | Risk: LOW       
  LAOPALA.NS      | Price:  182.24 | Trend:   1.51% | Mom:  -4.52% | Risk: LOW       
  INDOCO.NS       | Price:  222.68 | Trend:  -4.86% | Mom:  -0.02% | Risk: LOW       
  SIRCA.NS        | Price:  449.75 | Trend:   8.86% | Mom:  -0.04% | Risk: LOW       
  SDBL.NS         | Price:   73.11 | Trend:   1.70% | Mom:  -0.38% | Risk: LOW       
  TCIEXP.NS       | Price:  547.20 | Trend:   0.28% | Mom:  -4.86% | Risk: LOW       
  BEPL.NS         | Price:  119.05 | Trend:   8.99% | Mom:  -2.01% | Risk: LOW       
  XPROINDIA.NS    | Price: 1106.80 | Trend: -15.30% | Mom:  -0.45% | Risk: LOW       
  DIAMONDYD.NS    | Price: 1179.20 | Trend:   1.97% | Mom:   0.43% | Risk: LOW       
  JINDALPOLY.NS   | Price:  637.00 | Trend:  -2.96% | Mom:   0.67% | Risk: LOW       
  MONARCH.NS      | Price:  385.15 | Trend:   6.44% | Mom:  -1.38% | Risk: LOW       
  LANDMARK.NS     | Price:  509.20 | Trend:   5.61% | Mom:  -6.89% | Risk: LOW       
  MAYURUNIQ.NS    | Price:  770.05 | Trend:  -3.33% | Mom:   0.28% | Risk: LOW       
  SPECTRUM.NS     | Price: 2284.80 | Trend:  11.89% | Mom:  -9.12% | Risk: LOW       
  SGFIN.NS        | Price:  684.65 | Trend:   6.24% | Mom:  -3.55% | Risk: LOW       
